date,excerpt,link,query,region,source,title
31 Jan 2020,"With more than 50 years in Singapore, STMicroelectronics discusses its latest investments as well as how it is contributing to the country’s talent development.,Singapore has one of the most diverse semiconductor industries in the Asia Pacific and has risen to become a key node in the global semiconductor manufacturing chain, accounting for 11% of the global market share for semiconductor wafer foundry output, according to the International Trade Administration. Singapore has nearly 20 wafer fabrication plants, has more than 10 assembly and test operations, including four of the world’s top 10 outsourced semiconductor assembly and test companies, and accounts for 25% of global semiconductor equipment output.,Singapore’s electronics manufacturing has been moving towards high complexity and expertise in highly automated manufacturing, improving continuously in terms of quality and performance, enabled by the country’s outstanding infrastructure, high quality of resources and investment in technologies. Old and mature manufacturing activities have been progressively transferred out and replaced by newer activities with higher degree of technology.,Nevertheless, the country is still not without its own set of challenges. According to Jerome Roux, Executive Vice President, and Head of Sales & Marketing for Asia Pacific Region at STMicroelectronics (ST), some of the key challenges in Singapore include talent shortage and the design ecosystem., ,“Singapore’s growth and appeal to ST and other companies has led to a tighter supply of local engineers and other skilled labour,” he says. Regarding design, he notes that SMEs, in general, lack the expertise and rely very much on external design houses outside of Singapore.,To address these issues, ST offers technical support in terms of reference designs, application boards, as well as hands-on trainings to help local SMEs kick off product development.,“Through the ST Partner Program, we also qualify partners—now more than 230—with the products, skills, and resources, to supplement and extend our offer,” Roux explains. “One characteristic of the workforce profile of ST Singapore is a great mix between the very senior and experienced people and newcomers. ST has the capability to support our employees to continue to grow in their field of expertise by following and anticipating what is requested by our technology and our product and technology roadmaps. We also have the capability to support our people to grow laterally, to bring their expertise laterally to other opportunities and support functions. That's the reason why, especially here in Singapore, we have this nice profile between experienced people and newer talents. Our effort in training is quite strong but it is targeting to the company’s exact needs are for the future.”,Singapore is the sales and marketing headquarters for ST’s Asia Pacific Region. Its activities here include front-end and back-end manufacturing and testing (BEM&T), advanced IC design, packaging R&D, supply chain management, and application support. As of November 2019, the company has about 4,900 employees in Singapore.,ST is one of the leading semiconductor manufacturers working closely and in full partnership with several Singapore government agencies such as the Economic Development Board (EDB), Ministry of Manpower (MOM), and Ministry of Education (MoE), among others, to further strengthen the semiconductor ecosystem in the country.,One example is fostering talent development to encourage technology innovations and growing the talent pool in Singapore. ST has been a sponsor of FIRST (Fostering Industrial Research Success Together), an initiative of the Singapore University of Technology and Design, since the program’s inception in 2016. ST is part of the Electronics and Information Technology Academic Advisory Committee of Singapore’s Institute of Technical Education, which aims to further the development of a national curriculum on microelectronics. ST also worked with the Institute on the Work-Learn Technical Diploma (WLTD) in Microelectronics that launched in 2019, and its offices in Singapore received 13 graduates from this program.,Roux adds, “Through the ST4STEM initiative, ST is an active industry partner with the Education Career Guidance (ECG) Unit of the MoE to expose young generations to a STEM career, fostering better informed choices amongst students as well as building a widening talent pool for the continuing sustainability of the semiconductor industry.”,The global electronics manufacturing industry is currently facing a slowdown due to economic uncertainties and weaker demand from some end markets, especially consumer electronics. This is made worse by the ongoing trade dispute between the United States and China.,However, there remain bright areas of growth in the semiconductor applications sector, such as the increasing car electrification and digitalization. Autonomous vehicles (AV), for example, require around seven to 10 times more semiconductors than a conventional vehicle because the central computer has to communicate with various sensors and batteries. ,This is one of the trends that led ST to expand its wafer fabrication capabilities in Singapore last year, targeted power devices and microcontrollers for automotive, industrial, and consumer applications. The expansion marked the company’s 50th anniversary in Singapore, and further solidifies its presence and engagement in the country.,Meanwhile, Roux notes that China manufacturers’ activity transfers in South Asia to mitigate trade disputes with America should benefit South East Asia economies, in particular Vietnam, Malaysia, and Thailand, as well as Singapore for high-end manufacturing.,He says one of the trends that will greatly impact the semiconductor manufacturing industry is factory automation via advanced, additive, digital manufacturing. “An exciting contribution that ST is making here comes from our emphasis on predictive maintenance, where we offer the products and technologies that can help identify equipment maintenance issues before they cause serious problems. By improving efficiency, planning, and up-time, ST’s products and solutions are working to make manufacturers more productive,” Roux explains.,5G is another trend of interest to ST. “ST is aggressively focused on a range of communications-infrastructure-related technologies which should provide the best products and solutions for customers operating in the 5G domain,” says Roux. The company expects the market adoption of 5G will continue to bring growth opportunities in all of the end markets ST has been targeting: automotive, for V2X, infotainment and telematics, and autonomous driving applications; smart industrial applications, specifically Industrial Internet of Things (IIoT); personal electronics; and communications equipment, including 5G basestations and repeaters.,
   You must , or
   , to post a comment.
",https://www.eetasia.com/st-highlights-talent-development-efforts-investments-in-sg/,semiconductor,UK,Eetasia.com,"ST Highlights Talent Development Efforts, Investments in SG - Eetasia.com"
22 Jan 2020,"A man walks past the logo of Samsung Electronics at the company's showroom in Seoul on October 31, ,Last year, , indicated that it would invest roughly $115 billion in its Samsung LSI – which makes microprocessors and other semiconductors – and Samsung Foundry businesses – which produces chips for third-parties – through the year 2030. This would enable the company to diversify its Semiconductor Revenues, which largely depend on the volatile memory markets. For perspective, Samsung’s operating profits are projected to fall by close to 40% in 2019 on account of the sharp decline in memory prices. On the other hand, the logic chip and foundry space could enable the company to post more stable semiconductor revenues and profits. In this analysis, we take a look at where Samsung’s semiconductor business currently stands and take a look at the potential of the broader logic chip market.,View our interactive dashboard analysis on ,See all , and , here ,What’s behind Trefis? See How It’s Powering New Collaboration and What-Ifs For , | ,Led by MIT engineers and Wall Street analysts, Trefis (through its dashboards platform dashboards.trefis.com) helps you understand how a company's products, that you,Led by MIT engineers and Wall Street analysts, Trefis (through its dashboards platform dashboards.trefis.com) helps you understand how a company's products, that you touch, read, or hear about everyday, impact its stock price. Surprisingly, the founders of Trefis discovered that along with most other people they just did not understand even the seemingly familiar companies around them: Apple, Google, Coca Cola, Walmart, GE, Ford, Gap, and others. This might include you though you may have invested money in these companies, or may have been working with one of them for years as an employee, or have consulted with them as an expert for a long time. You can play with assumptions, or try scenarios, as-well-as ask questions to other users and experts. The platform uses extensive data to show in a single snapshot what drives the value of a company's business. Trefis is currently used by hundreds of thousands of investors, company employees, and business professionals.",https://www.forbes.com/sites/greatspeculations/2020/01/22/why-samsung-plans-to-double-down-on-the-170-billion-logic-chip-market/,semiconductor,UK,Forbes,Why Samsung Plans To Double Down On The $170 Billion Logic Chip Market - Forbes
27 Jan 2020,"URL , ,Image , , ,2015-2020 period has shown decisive changes within the GaN-on-Si landscape, according to the latest report 'GaN-on-Silicon Patent-Landscape Analysis', from KnowMade, part of the Yole Group. ,In 2015, Toshiba's withdrew from the white LED market and Infineon acquired International Rectifier (IR). At that time, Toshiba and IR were leading the GaN-on-Si patent landscape, while several historical IP players including Panasonic, Sanken Electric, Toyoda Gosei, had slowed down their patenting activity.,After IR, Transphorm, Panasonic and GaN Systems started sampling and commercialising their first GaN-on-Si power devices between 2010 and 2015, a second wave of companies entered the field. These included ON Semiconductor, Dialog, Navitas, VisIC. More companies, such as STMicroelectronics, are expected soon, demonstrating the growing interest for GaN-on-Si technology in the power electronics business.,“Intel and Macom are leading the GaN-on-Si patent landscape for RF electronics applications,”says Remi Comyn, Compound Semiconductors and Electronics at KnowMade. ,Intel's RF GaN-on-Si patent portfolio mainly relates to III-N transistors used in SoC , RF switches, ultra-short channel lengths, field plates, and III-N/Silicon monolithic IC . Still, about 75 percent of Intel's portfolio are composed of pending patent applications distributed mainly between USA with 17 patents and Taiwan with 20 patents. ,Fujitsu with more than 40 patents and Macom with more than 20 patents for its side, are leading the patent landscape in terms of enforceable IP in the field of GaN-on-Si RF. Fujitsu's portfolio focused on GaN-on-Si materials, especially on buffer layers, with inventions that might be implemented on others substrates including SiC or for other applications. Likewise Intel, Fujitsu has adopted a global patenting strategy. ,In contrast Macom's portfolio is more focused on GaN-on-Si devices for RF, addressing specific technological challenges at epitaxy, device, module and package levels. For instance, a strong patenting effort was made in 2015 in order to address the parasitic channel via counter dopants in HEMT epi-structures. ,KnowMade's analysts identified more than ten related patent applications in its new GaN-on-Silicon patent analysis. Furthermore, Macom's patenting activity related to GaN-on-Si is essentially focused on US, although it has now requested foreign extensions for a significant number of newly published inventions.,Regarding power electronics, Rémi Comyn from KnowMade comments: “The growing interest in GaN-on-Si technology for power applications has not translated into a remarkable acceleration of the patenting activity. However, we observed a steady patenting activity from Infineon following IR's acquisition, and a remarkable strengthening of Transphorm's portfolio after Fujitsu's decision to transfer its power supplies businesses to the US startup”. ,Transphorm's IP position has been further reinforced following the licensing agreement established in 2014 with Furukawa Electric, a key IP player in GaN-on-Si patent landscape. Likewise, Infineon Technologies closed an important IP licensing agreement with another historical player of GaN-on-Si and power electronics patent landscapes, Panasonic. STMicroelectronics, announced in 2018 an extensive R&D program in collaboration with CEA Leti a well-positioned player in the GaN-on-Si patent landscape. ,From a technical point of view, Ezgi Dogmus, technology & market analyst Compound Semiconductors & Emerging Materials at Yole asserts: “Over the last years, in the power electronics industry, we have witnessed an increasing interest for GaN HEMTs, which bring attractive performance and cost-competitive compared to Si MOSFETs. In addition to innovative start-up companies, almost all integrated device manufacturers in the Power Electronics business propose currently GaN-on-Si devices enabling systems with higher power, higher efficiency and smaller foot print than their Si MOSFET solutions.”,In power electronic sector, GaN -on-Si devices are direct competitors of Silicon SJ MOSFETs at medium voltage. ,“SJ MOSFETS are still cost effectives and technologically interesting,” explains Elena Barbarini, Head of Department Devices at System Plus Consulting. “But the increase of players as the development of attractive performances at GaN epitaxy level drove an acceleration of available solutions. Its regards die design, driver integration and packaging.”,Another interesting application is the increasing GaN-on-Si activity within the microLED activities is step by step becoming more attractive and leads to huge volume opportunities. ,As of 2019, a significant contribution to the patenting activity (in terms of new inventions) stems from the development of a low cost and scalable GaN-on-Si nanowires-based microLED technology, which are promising for the next-generation display technology and smart lighting applications. Most microLEDs related patents included in the landscape are related to the fabrication of GaN nanostructures. ,Eric Virey, principal analyst, Technology & Market, Displays at Yole tells us the story: “The technology was first developed and patented by glō between 2010 and 2016. However, glō's patenting activity does not put the emphasis on GaN-on-Si, although it is a preferred embodiment”. ,In parallel, since 2014, CEA and Aledia started patenting their own - jointly developed - technology with numerous requests for extending its priority patents worldwide indicating a global IP strategy/competition.,In this dynamic ecosystem, GaN-on-Si technologies look attractive and promising.  ,The leading global compound semiconductor conference and exhibition will once again bring together key players from across the value chain for two-days of strategic technical sessions, dynamic talks and unrivalled networking opportunities.,Join us , on 9-10 November 2021,*, ,
    ,
  ,
										    ,   
                     ,
                        Compound Semiconductor™ is an Angel Business Communications publication.
                     ,
                      , You may choose to subscribe to the Compound Semiconductor Magazine, the Compound Semiconductor Newsletter, or both. You may also request additional information if required, before submitting your application. ,These will only be used to evaluate your application, and to ensure your requested subscription reaches you.  We will not share your personal details with anyone else without your permission.  Please see our Privacy Policy if you have any concerns.",https://compoundsemiconductor.net/article/110097/GaN-on-silicon_IP_Landscape_Is_Changing%7BfeatureExtra%7D,semiconductor,UK,Compound Semiconductor,GaN-on-silicon IP landscape is changing - News - Compound Semiconductor
26 Jan 2020,"Market trends and business perspectives, by , , ,This is according to the December Equipment Market Data Subscription Billings Report published today by ,.,The billings figure is 17.5 percent higher than the final November 2019 level of $2.12 billion. ,It is also 17.8 percent higher than the December 2018 billings level of $2.11 billion.,Ajit Manocha, president and CEO of SEMI, says: “Monthly billings of North American equipment manufacturers reached a level not seen since June 2018.,“The December surge in equipment billings reaffirms the strength of leading-edge logic and foundry investments.”,The SEMI Billings report uses three-month moving averages of worldwide billings for North American-based semiconductor equipment manufacturers.,Billings figures are in millions of US dollars., ,You must , to post a comment., was established in May, 2015, and is now one of the most widely-read websites in its category.,Please consider supporting us by becoming a paying subscriber, or through advertising and sponsorships, or by purchasing products and services through our shop – or a combination of all of the above.,Thank you.,This website and its associated magazine, and weekly newsletter, are all produced by a small team of experienced journalists and media professionals.,If you have any suggestions or comments, feel free to contact us at any of the email addresses on our contact page.,We’d be happy to hear from you, and will always reply as soon as possible.,We support the principles of net neutrality and equal opportunities.,Copyright © 2021 · , on , · , · ,By continuing to use the site, you agree to the use of cookies. , ,The cookie settings on this website are set to ""allow cookies"" to give you the best browsing experience possible. If you continue to use this website without changing your cookie settings or you click ""Accept"" below then you are consenting to this.",https://roboticsandautomationnews.com/2020/01/26/north-american-semiconductor-equipment-industry-posts-high-earnings/29102/,semiconductor,UK,Robotics and Automation News,North American semiconductor equipment industry posts high earnings - Robotics and Automation News
29 Jan 2020,"



    ,

    ,
    ,
              ,
                   Pune,  INDIA
              ,Newark, NJ, Jan.  29, 2020  (GLOBE NEWSWIRE) -- As per the report published by Fior Markets, the , is expected to grow from USD 1.48 Billion in 2017 to USD 9.51 Billion by 2025 at a CAGR of 26.2% during the forecast period 2018-2025.,Adoption of new technologies in the ALD equipment, increase in research and development of ALD technology and increasing use of atomic layer deposition equipment in semiconductor, electronics & energy devices are the factors driving the Atomic Layer Deposition (ALD) market. ALD also act as a fabrication tools and manipulates nanotechnology, this also drives the market. There is huge demand for electronic components in automotive industry which significantly contributes to the demand for semiconductors and which drive the atomic layer deposition market positively.,Atomic Layer Deposition (ALD) is defined as the chemical process of depositing thin-film layer based on the sequential use of a gas phase mechanism. It is a vapour phase technique which involves exposing the surface of a substrate to alternating precursors so that they do not overlap on each other. In other words ALD is a thin-film deposition technique which is based on the sequential use of a gas phase chemical process. It is widely used in the semiconductor manufacturing industry to make electronics small and miniaturized.  This technology involves the use of new and highly competitive products transformed into ultra-thin films of a few nanometres deposited in a precisely controlled way. It depends upon self-limiting surface reactions which provides very low pin-hole shape and has wide range of applications in fabrication of semiconductor devices and tools using nanotechnology. Atomic layer deposition is commonly used in semiconductor engineering, Li-Ion Batteries, fuel cells, solar cells, transistors, drug delivery, implants, tissue engineering, microelectromechanical systems (mems), conformal, nano-coatings and academic laboratory among others. Adoption of new technologies in the ALD equipment, increase in research and development of ALD technology and increasing use of atomic layer deposition equipment in semiconductors, electronics & energy devices are the factors driving the Atomic Layer Deposition (ALD) market. ALD also acts as a fabrication tool and manipulates nanotechnology, this also drives the market. There is a huge demand for electronic components in the automotive industry which significantly contributes to the demand for semiconductors and which drives the atomic layer deposition market positively.,Atomic Layer Deposition (ALD) is defined as the chemical process of depositing a thin-film layer based on the sequential use of a gas phase mechanism. It is a vapor phase technique which involves exposing the surface of a substrate to alternating precursors so that they do not overlap on each other. In other words, ALD is a thin-film deposition technique which is based on the sequential use of a gas phase chemical process. It is widely used in the semiconductor manufacturing industry to make electronics small and miniaturized. This technology involves the use of new and highly competitive products transformed into ultra-thin films of a few nanometres deposited in a precisely controlled way. It depends upon self-limiting surface reactions which provide very low pin-hole shape and has a wide range of applications in the fabrication of semiconductor devices and tools using nanotechnology. Atomic layer deposition is commonly used in semiconductor engineering, Li-Ion Batteries, fuel cells, solar cells, transistors, drug delivery, implants, tissue engineering, microelectromechanical systems (mems), conformal, nano-coatings and academic laboratory among others.,The adoption of atomic layer deposition equipment in semiconductors, electronics and energy devices is a major factor driving the market. An increase in research and development of ALD technology is opening new boundaries for the advancement of the market. Besides, ALD technology also acts as fabrication tools to manipulate nanotechnology which influences the growth of the market. Strict export procedures and policies, slow deposition rate and high cost associated with obtaining atomic layer deposition equipment may serve as a constraint and might hamper the growth of the market. However, increased global interference in the market due to its wide application and adoption of atomic layer deposition equipment in hydrophobic coatings, flexible electronics, and electronic textiles may attract manufacturers will boost the market in the future.,Key players operating in the global atomic layer deposition (ALD) market include Adeka Corporation, Aixtron SE, Applied Materials, Inc., ASM International NV, Lam Research Corporation, Tokyo Electron Limited, Denton Vacuum, Kurt J. Lesker Company, Beneq Oy, and Veeco Instruments, Tokyo Electron Limited, Canon Anvela Corporation, Picosun Oy, Entergis Inc., and ALD NanoSolutions, Inc. among others.,The type segment is classified into Aluminium Oxide (Al2O3) ALD, Catalytic ALD, Metal ALD, ALD on Polymers, Others. The Aluminium oxide ALD segment is dominating the Atomic Layer Deposition (ALD) market due to the availability of aluminium in plenty quantities. Thus, manufacturers tends to get attracted to it so that they can use it as a raw material in manufacturing products for entering the market. Also, due to its exceptional properties, stability to numerous substrates, easy accessibility of precursor material and economic base metal prices, the demand for aluminium oxide film has risen gradually., ,Application segment includes semiconductor & electronics and research & development facilities. Semiconductor & electronics segment accounted for the largest market share in 2017 and is playing a significant role in shaping business growth as ALD is used in both IC (Integrated Circuit) and Non-IC components for miniaturising device’s dimension and generate high durability thereby influencing the growth of the semiconductor & electronics market.,The regions analysed for the market include North America, Europe, South America, Asia Pacific, and Middle East and Africa. Asia Pacific region dominated the global Atomic Layer Deposition (ALD) market with USD 557.53 Million in 2017 where as the North America region held the second dominant position in the market. The Asia Pacific region has achieved the maximum market share due to increasing demand from various industries such as semiconductors, electronics, medical equipment industry and solar sector. North America is the second fastest growing region due to the government support for encouraging private investment which has all the more promoted semiconductor and consumer electronics industry.,The global Atomic Layer Deposition (ALD) market is analysed on the basis of value (USD Billion), volume (K Units), consumption (K Units), imports (K Units) and exports (K Units). All the segments have been analyzed on global, regional and country basis. The study includes the analysis of more than 30 countries for each segment. The report offers in-depth analysis of driving factors, opportunities, restraints, and challenges for gaining the key insight of the market. The study includes porter’s five forces model, attractiveness analysis, raw material analysis, supply, demand analysis, competitor position grid analysis, distribution and marketing channels analysis.,The report can be customized as per client requirements. For further queries, you can contact us on , or +1-201-465-4211. Our executives will be pleased to understand your requirements and offer you the best-suited reports.,Fior Markets is a futuristic market intelligence company, helping customers flourish their business strategies and make better decisions using actionable intelligence. With transparent information pool, we meet clients’ objectives, commitments on high standard and targeting possible prospects for SWOT analysis and market research reports. Fior Markets deploys a wide range of regional and global market intelligence research reports including industries like technology, pharmaceutical, consumer goods, food and beverages, chemicals, media, materials and many others. Our Strategic Intelligence capabilities are purposely planned to boost your business extension and elucidate the vigor of diverse industry. We hold distinguished units of highly expert analysts and consultants according to their respective domains. The global market research reports we provide involve both qualitative and quantitative analysis of current market scenario as per the geographical regions segregated and comprehensive performance in different regions with global approach. In addition, our syndicated research reports offer a packaged guide to keep companies abreast of the upcoming major restyle in their domains. Fior Markets facilitates clients with research analysis that are customized to their exact requirements, specifications and challenges, whether it is comprehensive desk research, survey work, composition of multiple methods, in-detailed interviewing or competitive intelligence. Our research experts are experienced in matching the exact personnel and methodology to your business need.,Avinash D,Head of Business Development, +1-201-465-4211, , , ,Global Automotive Data Logger Market - ,Global Big Data and Data Engineering Services Market - ,Global Automated Material Handling Market - ,Global Automatic Tire Inflation System Market - ",https://www.globenewswire.com/news-release/2020/01/29/1976956/0/en/Global-Atomic-Layer-Deposition-ALD-Market-is-Expected-to-Reach-USD-9-51-Billion-by-2025-Fior-Markets.html,semiconductor,UK,GlobeNewswire,Global Atomic Layer Deposition (ALD) Market is Expected to Reach USD 9.51 Billion by 2025 - GlobeNewswire
21 Jan 2020,,https://www.bizjournals.com/portland/news/2020/01/21/amid-intel-layoff-rumors-nordic-semiconductor.html,semiconductor,UK,Portland Business Journal,"Amid Intel (Nasdaq: INTC) layoff rumors, Nordic Semiconductor, Apple (Nasdaq: AAPL), Ampere Computing hiring in Portland - Portland - Portland Business Journal"
13 Jan 2020,,https://seekingalpha.com/news/3531452-dialog-semiconductor-reports-preliminary-q4-revenue,semiconductor,UK,Seeking Alpha,Dialog Semiconductor reports preliminary Q4 revenue - Seeking Alpha
08 Jan 2020,"Discover Thomson Reuters,By ,2 Min Read,SEOUL (Reuters) - South Korea said on Thursday DuPont will invest $28 million in the country to produce advanced photoresists and other materials by 2021, a move that will help reduce its reliance on Japan for the products used in semiconductor manufacturing.,Amid a bilateral row over wartime laborers, Japan in July imposed curbs on exports of three materials including photoresists to South Korea, prompting a scramble among South Korean tech firms to diversify their supply chain.,Last month, Japan reversed the curbs on exports of photoresists, although tighter curbs on the two other materials - fluorinated polyimides used in smartphone displays and hydrogen fluoride used as an etching gas when making chips - remain.,“Although Japan has recently eased export controls of photoresists, which is partial progress, but it is not a fundamental solution,” South Korea’s Industry Minister Sung Yoon-mo said in a statement.,A trade ministry official said DuPont will invest in two existing factories in South Korea and build a new one.,Photoresists are thin layers of material used to transfer circuit patterns onto semiconductor wafers. Japan produces around 90% of photoresists.,The ministry official said Dupont’s Korean subsidiary currently produces photoresists, but not ones needed to make chips with an advanced technique known as extreme ultraviolet or EUV lithography.,The new investment will also go towards the production of CMP pads, which are polishing pads used during the semiconductor manufacturing process, the ministry said.,A representative for the U.S. industrial materials maker was not immediately available for comment.,Reporting by Heekyong Yang; Editing by Hyunjoo Jin and Edwina Gibbs,Our Standards: ,All quotes delayed a minimum of 15 minutes. See , of exchanges and delays.",https://www.reuters.com/article/us-southkorea-japan-dupont-de-idUSKBN1Z805B,semiconductor,UK,Reuters,"Amid trade row with Japan, South Korea gains Dupont investment to make chip materials - Reuters"
14 Jan 2020,,https://seekingalpha.com/article/4316652-taiwan-semiconductor-is-tremendously-overbought-ahead-of-earnings,semiconductor,UK,Seeking Alpha,Taiwan Semiconductor Is Tremendously Overbought Ahead Of Earnings - Seeking Alpha
16 Jan 2020,"
,
,
,
,In March 2019 and November 2019, analysts predicted a decline in Samsung’s semiconductor earnings, giving Intel the chance to be the biggest chip maker on the market once again. Now, ,, Intel has managed to do it, edging out Samsung by roughly 3.2% in market share for the year. However, it is worth noting that almost every major semiconductor was hit with year-on-year revenue declines in 2019, with total market revenue decreasing by 11.9 percent compared to 2018.,Intel was just barely affected by this market decline, with growth slowing down by 0.7 percent. Meanwhile Samsung, SK Hynix and Micron saw declines of 29.1 percent, 38 percent and 32.6 percent respectively.,Intel’s semiconductor revenue for 2019 topped out at over $65 billion USD with a 15.7 percent market share, making Intel the highest earning chip maker in the world once again. Samsung is still in second place though, bringing in over $52 billion USD over the year.,Discuss on our Facebook page, ,.,Tags , , , , ,The snowy and post-apocalyptic Frostpunk is getting a sequel. The new title was being teased …",https://www.kitguru.net/components/matthew-wilson/intel-is-the-worlds-biggest-chipmaker-once-again/,semiconductor,UK,KitGuru,Previous Intel is the world's biggest chipmaker once again - KitGuru
23 Jan 2020,"Semis stocks are blazing higher.,The ,, whose top holdings include , and ,, has risen 4% this month and touched record highs for three sessions in a row.,, chief market strategist at Miller Tabak, says momentum could take the group higher, though one technical indicator is making him nervous.,""You are getting quite overbought,"" Maley said on CNBC's "","" on Wednesday. ""It's now at a 61% premium to its 200-week moving average. There's only one other time that it was at more of a premium to that average since the credit crisis."",The SOXX climbed more than 73% above its 200-week moving average in March 2018. From that peak to a trough in December 2018, shares declined by more than 27%.,""Also, if you look at the weekly [relative strength] chart, it's right at a level here that has been followed by significant or fairly decent pullbacks in the group several times in the past,"" said Maley.,Maley notes that it's not the worst overbought conditions he's ever seen so it could still peak above this from a historical standpoint. In 2000, for example, semis got to a 260% premium to its 200-week moving average with its relative strength index above 89. An RSI measure above 70 typically suggests overbought conditions.,, managing director of FX strategy at BK Asset Management, is also skeptical the rally in semis can roll on.,""Chips are trading very much on 'hope-ium',"" Schlossberg said  during the same segment. ""Shorting momentum is very dangerous, but having said this at this point if you look at , which is the poster child for the whole sector, it's trading [265] times trailing earnings. That's a great company, but the stock is essentially set up to fail."",On a trailing earnings basis, Advanced Micro has not been this expensive since mid-2018. The SOXX, by comparison, trades at 28 times trailing earnings.,""I do not want to chase stocks at this level. I think the danger of a pullback right now is extraordinarily high,"" Schlossberg added.,Got a confidential news tip? We want to hear from you.,Sign up for free newsletters and get more CNBC delivered to your inbox,Get this delivered to your inbox, and more info about our products and services. ,© ,2021, CNBC LLC. All Rights Reserved., ,Data is a real-time snapshot *Data is delayed at least 15 minutes. Global Business and Financial News, Stock Quotes, and Market Data and Analysis.,Data also provided by, ",https://www.cnbc.com/2020/01/23/semis-stocks-crashed-27percent-the-last-time-the-charts-flashed-this-signal.html,semiconductor,UK,CNBC,Semis stocks crashed 27% the last time the charts flashed this signal - CNBC
02 Jan 2020,,https://www.bizjournals.com/portland/news/2020/01/02/turnover-continues-at-lattice-semiconductor-with.html,semiconductor,UK,Portland Business Journal,Brian Beattie leaves Lattice Semiconductor (Nasdaq: LSCC) board of directors - Portland Business Journal - Portland Business Journal
