query,region,title,excerpt,date,source,link
semiconductor,GB,"Trump administration pressed Dutch hard to cancel China chip-equipment 
sale: sources",Discover Thomson Reuters,2020-1-5,Reuters,https://www.reuters.com/article/us-asml-holding-usa-china-insight-idUSKBN1Z50HN
semiconductor,GB,BES completes $10m semiconductor facility for CSA Catapult,20-Jan-2020 ,2020-1-20,Cleanroom Technology,https://www.cleanroomtechnology.com/news/article_page/BES_completes_10m_semiconductor_facility_for_CSA_Catapult/161592
semiconductor,GB,Why Taiwan Semiconductor Manufacturing's Stock Gained 57% in 2019,"Founded in 1993 by brothers Tom and David Gardner, The Motley Fool helps millions of people attain financial freedom through our website, podcasts, books, newspaper column, radio show, and premium investing services.",2020-1-13,The Motley Fool,https://www.fool.com/investing/2020/01/13/why-taiwan-semiconductor-manufacturings-stock-gain.aspx
semiconductor,GB,What the semiconductor industry tells us about the world ...," for Robert Harris’s thriller, “Enigma”, is wartime Britain, where everything is rationed except for the rain. It follows Tom Jericho, a young prodigy stationed at Bletchley Park, the real-life centre of code-breaking operations, who is part of a team of cryptologists trying to break the code used by Germany’s armed forces. The work has frustration built in. Any progress can be undone if the enemy changes the code—which he will if he suspects that it has been cracked.",2020-1-16,The Economist,https://www.economist.com/finance-and-economics/2020/01/16/what-the-semiconductor-industry-tells-us-about-the-world-economy
semiconductor,GB,Trump’s China Deal Creates Collateral Damage for Tech Firms,Advertisement,2020-1-20,The New York Times,https://www.nytimes.com/2020/01/20/business/economy/trump-us-china-deal-micron-trade-war.html
semiconductor,GB,"Texas Instruments to close two Dallas-area factories in the next three to 
five years","4:39 PM on Jan 22, 2020 CST",2020-1-22,Dallas Morning News,https://www.dallasnews.com/business/local-companies/2020/01/22/texas-instruments-to-close-two-dallas-area-factories-in-the-next-three-to-five-years/
semiconductor,GB,Silicon Valley's Next Revolution Is Open Source Semiconductors,"To continue, please click the box below to let us know you're not a robot.",2020-1-22,Bloomberg.com,https://www.bloomberg.com/news/articles/2020-01-22/open-source-transformed-software-the-chip-industry-is-next
semiconductor,GB,AMD and Micron Are Among Rosenblatt’s Top Semiconductor Picks for 2020,"2019 was a turbulent year for the semiconductor industry, to say the least. Trade issues between the US and China, slowing demand for smart devices, and tumbling memory chip prices all played their part. However, the industry has continued to exhibit strong growth. The PHLX Semiconductor Sector Index’s (SOX) 60% gain easily beats the S&P 500’s impressive 29% increase this year.",2020-1-2,Yahoo Finance,https://finance.yahoo.com/news/amd-micron-among-rosenblatt-top-195801175.html
semiconductor,GB,Workforce Singapore ramps up reskilling efforts for electronics ...,Read ,2020-1-30,The Straits Times,https://www.straitstimes.com/singapore/manpower/workforce-singapore-ramps-up-reskilling-efforts-for-electronics-sector
semiconductor,GB,An electrically pumped surface-emitting semiconductor green ...,"
      ",2020-1-3,Science Advances,https://advances.sciencemag.org/content/6/1/eaav7523
semiconductor,GB,Breaking news: Zhonghuan Semiconductor up for sale – pv ...,The body responsible for state-owned assets in the Chinese port city of Tianjin has approved plans to sell all or part of the solar manufacturer to outside investors – although the rumored beneficiary is thought to be partially state-owned itself.,2020-1-21,PV Magazine,https://www.pv-magazine.com/2020/01/21/breaking-news-zhonghuan-semiconductor-up-for-sale/
semiconductor,GB,First stable semiconductor neutron detector,It can fit in your pocket.,2020-1-16,Tech Explorist,https://www.techexplorist.com/first-stable-semiconductor-neutron-detector/29198/
semiconductor,GB,Buy These Car Chip Makers Instead of Tesla or GM,"This copy is for your personal, non-commercial use only. To order presentation-ready copies for distribution to your colleagues, clients or customers visit http://www.djreprints.com.",2020-1-22,Barron's,https://www.barrons.com/articles/buy-these-car-chip-makers-instead-of-tesla-or-gm-51579698016
semiconductor,GB,3 Semiconductor Stocks to Buy in January for 2020 Growth,"The Dow, S&P 500, and Nasdaq all jumped to new highs again Thursday, as outward tensions between the U.S. and Iran eased after President Trump’s speech Wednesday. On top of that, China’s Commerce Ministry said that the country’s chief trade negotiator will travel to Washington early next week to sign the phase-one trade deal.",2020-1-9,Yahoo Finance,https://finance.yahoo.com/news/3-semiconductor-stocks-buy-january-231611756.html
semiconductor,GB,'5G adoption to catalyse semiconductor sector amid trade war ...,Ways to search theedgemarkets.com content,2020-1-15,The Edge Markets,https://www.theedgemarkets.com/article/5g-adoption-catalyse-semiconductor-sector-amid-trade-war-uncertainties
semiconductor,GB,This U.S. company will benefit as China tries to catch up in semiconductors,"Nobody likes the Sword of Damocles hanging over them — certainly not if you are China, the second-largest economy in the world. ",2020-1-18,MarketWatch,https://www.marketwatch.com/story/this-us-company-will-benefit-as-china-tries-to-catch-up-in-semiconductors-2020-01-17
semiconductor,GB,Taiwan's UMC hunts for acquisitions as China closes in,HSINCHU -- Taiwan's ,2020-1-8,Nikkei Asia,https://asia.nikkei.com/Spotlight/Tech-scroll-Asia/Taiwan-s-UMC-hunts-for-acquisitions-as-China-closes-in
semiconductor,GB,Coming Soon to a Processor Near You: Atom-Thick Transistors ,"IEEE websites place cookies on your device to give you the best user experience. By using our websites, you agree to the placement of these cookies. To learn more, read our Privacy Policy.",2021-08-23,IEEE Spectrum,https://spectrum.ieee.org/coming-soon-to-a-processor-near-you-atomthick-transistors
semiconductor,GB,Nitride Semiconductor wins UV LED patent lawsuits in USA ...,Sign Up to Our Free Weekly E-Brief,2020-1-27,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/nitride-semi-270120.shtml
semiconductor,GB,Global Semiconductor Manufacturing Equipment Markets ...,Searching for your content...,2020-1-10,PR Newswire,https://www.prnewswire.com/news-releases/global-semiconductor-manufacturing-equipment-markets-2020-2025-300984947.html
semiconductor,GB,North American semiconductor equipment industry posts high ...,Market trends and business perspectives,2020-1-26,Robotics &amp; Automation News,https://roboticsandautomationnews.com/2020/01/26/north-american-semiconductor-equipment-industry-posts-high-earnings/29102/
semiconductor,GB,Seoul Semiconductor and Seoul Viosys Showcase the World's ...,"
 
",2020-1-6,Business Wire,https://www.businesswire.com/news/home/20200106005382/en/Seoul-Semiconductor-and-Seoul-Viosys-Showcase-the-World%E2%80%99s-First-One-Pixel-Micro-LED-Enabling-4K-Resolution-TV-from-42in-to-220in-at-CES-2020
semiconductor,GB,Intel regains #1 rank in semiconductor industry in 2019: Gartner,"Semiconductor revenue fell 11.9 percent to $418.3 billion in 2019, according to preliminary results by Gartner.",2020-1-17,InfotechLead,https://infotechlead.com/networking/intel-regains-1-rank-in-semiconductor-industry-in-2019-gartner-60537
semiconductor,GB,【CES 2020】Seoul Semiconductor to Mass Produce Micro ...,"
 ",2020-1-14,LEDinside,https://www.ledinside.com/interview/2020/1/ces2020_seoulsemiconductor_microled
semiconductor,GB,Two Chip Stocks to Bet on Electric Vehicles and Autonomous Driving,"This copy is for your personal, non-commercial use only. To order presentation-ready copies for distribution to your colleagues, clients or customers visit http://www.djreprints.com.",2020-1-15,Barron's,https://www.barrons.com/articles/two-chip-stocks-to-bet-on-electric-vehicles-and-autonomous-driving-51579124647
semiconductor,GB,Chinese ambassador warns Dutch government against restricting ASML supplies,Discover Thomson Reuters,2020-1-15,Reuters,https://www.reuters.com/article/us-netherlands-asml-china-idINKBN1ZE1Z8
semiconductor,GB,What’s Responsible For The 25% Jump In Skyworks’ Stock In December?,"KIEV, UKRAINE - 2018/10/25: In this photo illustration, the Skyworks Solutions Semiconductor ",2020-1-3,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/03/whats-responsible-for-the-25-jump-in-skyworks-stock-in-december/
semiconductor,GB,"ST Highlights Talent Development Efforts, Investments in SG","With more than 50 years in Singapore, STMicroelectronics discusses its latest investments as well as how it is contributing to the country’s talent development.",2020-1-31,EE Times Asia,https://www.eetasia.com/st-highlights-talent-development-efforts-investments-in-sg/
semiconductor,GB,Encapsulation technology enables super-thin semiconductors,"A research group at the HZDR Institute for Ion Beam Physics and Materials Research in Dresden has succeeded in producing encapsulated transistors based on indium selenide and gallium selenide. The encapsulation technique protects the sensitive layers from external influences and preserves their performance. The scientists use hexagonal boron nitride (hBN) for encapsulation. It is ideally suited for this purpose because it can be formed into a thin layer and is inert, i.e. it does not react with the environment",2020-1-30,eeNews Europe,https://www.eenewseurope.com/news/encapsulation-technique-enables-super-thin-semiconductors
semiconductor,GB,Semis stocks crashed 27% the last time the charts flashed this signal,Semis stocks are blazing higher.,2020-1-23,CNBC,https://www.cnbc.com/2020/01/23/semis-stocks-crashed-27percent-the-last-time-the-charts-flashed-this-signal.html
semiconductor,GB,Samsung Electronics Develops 3-nano Chip Manufacturing ...,"Samsung Electronics has successfully developed the industry’s first 3-nanometer (nm) chip manufacturing technology. This achievement is expected to help the company attain its “Semiconductor Vision 2030,” a plan to become the No. 1 in system semiconductors as well as in memory chips by 2030.",2020-1-3,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=39791
semiconductor,GB,BYD's wholly-owned subsidiary sets up new semiconductor ...,"
                                ",2020-1-21,Gasgoo,https://autonews.gasgoo.com/china_news/70016807.html
semiconductor,GB,"Amid trade row with Japan, South Korea gains Dupont investment to make chip 
materials",Discover Thomson Reuters,2020-1-8,Reuters,https://www.reuters.com/article/us-southkorea-japan-dupont-de-idUSKBN1Z805B
semiconductor,GB,Taiwan Semiconductor: My Top Semiconductor Pick For 2020,,2020-1-10,Seeking Alpha,https://seekingalpha.com/article/4316247-taiwan-semiconductor-top-semiconductor-pick-for-2020
semiconductor,GB,Tech Maven Leans In To Semiconductors,"
                ",2020-1-2,Financial Advisor Magazine,https://www.fa-mag.com/news/tech-maven-leans-in-to-semiconductors-53302.html
semiconductor,GB,Blue-emitting diode demonstrates limitations and promise of ...,"University of California, Berkeley, scientists have created a blue light-emitting diode (LED) from a trendy new semiconductor material, halide perovskite, overcoming a major barrier to employing these cheap, easy-to-make materials in electronic devices.",2020-1-24,ScienceDaily,https://www.sciencedaily.com/releases/2020/01/200124155110.htm
semiconductor,GB,On Semiconductor 'Significantly Undervalued': Analyst,"On Semiconductor may be a lesser-known chip maker, but the stock could be an incredibly strong performer over the next year, according to analysts at Needham and Company. ",2020-1-10,TheStreet,https://www.thestreet.com/investing/on-semiconductor-significantly-undervalued
semiconductor,GB,AI And Big Data Set To Reinvent Semiconductor Industry,"Meeting critical challenges like transistor performance, interconnect resistance and capacitance, and reliability will require more than just EUV.",2020-1-23,Semiconductor Engineering,https://semiengineering.com/ai-and-big-data-set-to-reinvent-semiconductor-industry/
semiconductor,GB,Lithium - What Lithium Is Used For - Lithium Uses,"
		Gear-obsessed editors choose every product we review. We may earn commission if you buy from a link.

					",2020-1-16,Popular Mechanics,https://www.popularmechanics.com/science/a30555289/lithium-neutron-detector/
semiconductor,GB,Diodes says $428M acquisition of Lite-On Semiconductor will ...,,2020-1-10,The Business Journals,https://www.bizjournals.com/dallas/news/2020/01/10/diodes-lite-on.html
semiconductor,GB,"Amid Intel (Nasdaq: INTC) layoff rumors, Nordic ...",,2020-1-21,The Business Journals,https://www.bizjournals.com/portland/news/2020/01/21/amid-intel-layoff-rumors-nordic-semiconductor.html
semiconductor,GB,Semiconductors again top list of S. Korea's export items in 2019,,2020-1-28,The Korea Herald,http://www.koreaherald.com/view.php?ud=20200128000651
semiconductor,GB,Semiconductor Stocks Lead The Charge As Industry Cycle ...,"The Philadelphia chip index soared 60% in 2019, despite a bottoming industry cycle. Industry sales are expected to rebound this year. (Dennis Nishi)",2020-1-17,Investor's Business Daily,https://www.investors.com/news/semiconductor-stocks-lead-charge-industry-cycle-turns-up/
semiconductor,GB,A revival is under way in the chip business," how fast microchips are eating the world, look at the Consumer Electronics Show (",2020-1-9,The Economist,https://www.economist.com/business/2020/01/09/a-revival-is-under-way-in-the-chip-business
semiconductor,GB,Chip market's boom-bust cycle takes an unusual turn,Image credit: Dreamstime,2020-1-17,E&amp;T Magazine,https://eandt.theiet.org/content/articles/2020/01/future-horizons-2020-semiconductor-forecast-chip-market-s-boom-bust-cycle-takes-an-unusual-turn/
semiconductor,GB,JinkoSolar partners with Shanghai Institute of Space Power ...,Sign Up to Our Free Weekly E-Brief,2020-1-9,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/jinko-solar-090120.shtml
semiconductor,GB,Why MKS Instruments Surged 70% in 2019,"Founded in 1993 by brothers Tom and David Gardner, The Motley Fool helps millions of people attain financial freedom through our website, podcasts, books, newspaper column, radio show, and premium investing services.",2020-1-10,The Motley Fool,https://www.fool.com/investing/2020/01/10/why-mks-instruments-surged-70-in-2019.aspx
semiconductor,GB,Analogix Introduces Times Square Reference Design RD1011 ...,"
",2020-1-6,Business Wire,https://www.businesswire.com/news/home/20200106005248/en/Analogix-Introduces-Times-Square-Reference-Design-RD1011-Industry%E2%80%99s-First-Bi-directional-USB-C-Active-Cable-With-Integrated-Retimer
semiconductor,GB,Global Semiconductor Capital Equipment Market 2019-2023 ...,Technavio has announced its latest market research report titled global semiconductor capital equipment market 2019-2023. (Graphic: Business Wire),2020-1-6,Business Wire,https://www.businesswire.com/news/home/20200106005617/en/Global-Semiconductor-Capital-Equipment-Market-2019-2023-6-CAGR-Projection-Through-2023-Technavio
semiconductor,GB,Semiconductor Seals Market Size to Reach US$ 897.2 Million ...,Searching for your content...,2020-1-27,PR Newswire,https://www.prnewswire.com/news-releases/semiconductor-seals-market-size-to-reach-us-897-2-million-in-2025--says-stratview-research-300993466.html
semiconductor,GB,Security Risks In The Supply Chain,"Trojans, a dual supply chain and industry consolidation are creating new threats for chipmakers.",2020-1-9,Semiconductor Engineering,https://semiengineering.com/security-risks-in-the-supply-chain/
semiconductor,GB,"Two-Thirds of Semiconductor Companies Plan to Pass Tariff Costs on to 
Customers: Survey","Two-thirds of semiconductor manufacturers globally say they are likely to raise prices to pass along the added cost of tariffs to customers, according to a KPMG survey.",2020-1-16,TheStreet,https://www.thestreet.com/investing/semiconductor-firms-to-pass-tariffs-on-to-customers
semiconductor,GB,Brian Beattie leaves Lattice Semiconductor (Nasdaq: LSCC ...,,2020-1-2,The Business Journals,https://www.bizjournals.com/portland/news/2020/01/02/turnover-continues-at-lattice-semiconductor-with.html
semiconductor,GB,Semiconductor Automated Test Equipment (ATE) Market ...,Searching for your content...,2020-1-31,PR Newswire,https://www.prnewswire.com/news-releases/semiconductor-automated-test-equipment-ate-market-analysis-2019-2020-automotive-segment-provides-the-highest-growth-potential-for-ate-vendors-300996806.html
semiconductor,GB,5 Semiconductor Dividend Stocks You Should Consider ...,By: ,2020-1-24,Dividend Investor,https://www.dividendinvestor.com/5-semiconductor-dividend-stocks-you-should-consider/
semiconductor,GB,Lam Research Roars to New Heights on Improving WFE Industry Conditions,"Founded in 1993 by brothers Tom and David Gardner, The Motley Fool helps millions of people attain financial freedom through our website, podcasts, books, newspaper column, radio show, and premium investing services.",2020-1-31,The Motley Fool,https://www.fool.com/investing/2020/01/31/lam-research-roars-to-new-heights-on-improving-wfe.aspx
semiconductor,GB,Previous Intel is the world's biggest chipmaker once again,"
",2020-1-16,KitGuru,https://www.kitguru.net/components/matthew-wilson/intel-is-the-worlds-biggest-chipmaker-once-again/
semiconductor,GB,300 jobs secured at Greenock semiconductor plant as US ...,Data returned from the Piano 'meterActive/meterExpired' callback ,2020-1-6,The Herald,https://www.heraldscotland.com/business_hq/18141820.300-jobs-secured-greenock-semiconductor-plant-us-owner-plans-huge-investment/
semiconductor,GB,"After Growing 18% In 2 Years, Why Is Texas Instruments’ Revenue Expected To 
Drop 3% Over The Next 2 Years?",The logo of American technology company Texas Instruments is pictured at the education fair ,2020-1-6,Forbes,https://www.forbes.com/sites/greatspeculations/2020/01/06/after-growing-18-in-2-years-why-is-texas-instruments-revenue-expected-to-drop-3-over-the-next-2-years/
semiconductor,GB,How AI chips will explode 3x by 2025 with startups like Hailo ..., Join us for Industrial IoT Summit - a FREE Virtual event this August 23-24,2020-1-28,Fierce Electronics,https://www.fierceelectronics.com/electronics/how-ai-chips-will-explode-3x-by-2025-startups-like-hailo-syntiant-and-groq
semiconductor,GB,Global Electronic Grade Sulfuric Acid Market Size is Estimated ...,DUBLIN--(,2020-1-16,Business Wire,https://www.businesswire.com/news/home/20200116005311/en/Global-Electronic-Grade-Sulfuric-Acid-Market-Size-is-Estimated-to-be-USD-300-Million-in-2019-is-Projected-to-reach-USD-415-Million-by-2024-at-a-CAGR-of-6.7---ResearchAndMarkets.com
semiconductor,GB,DuPont to explore divestiture of electronics unit: BBG,Discover Thomson Reuters,2020-1-16,Reuters,https://www.reuters.com/article/us-dupont-de-divestiture-idUSKBN1ZF2JW
semiconductor,GB,Versatile in use -- FBH semiconductor light sources,Forschungsverbund Berlin,2020-1-7,EurekAlert!,https://www.eurekalert.org/pub_releases/2020-01/fb-viu010720.php
semiconductor,GB,SiC Foundry Business Emerges - SemiEngineering,Will a fabless approach work in the power semi market?,2020-1-23,Semiconductor Engineering,https://semiengineering.com/sic-foundry-business-emerges/
semiconductor,GB,​The Rise in Semiconductor Content Per Vehicle Is a Win for ...,"In the automotive industry, the easing of trade tensions and a wider recovery from customs wars will take time to materialize, and many analysts see 2020 as a transitional year. For example, the Director of Germany’s Center for Automotive Research, Professor Ferdinand Dudenhoeffer, stated, “The good news is that by 2020, the bottom will be reached, and then locomotive China will support the world market, so that the world car industry can turn back on to its growth course.”",2020-1-7,Equities.com,https://www.equities.com/news/the-rise-of-semiconductor-content-per-vehicle-is-a-win-for-texas-instruments
semiconductor,GB,The potential future of S. Korea's semiconductor ecosystem,,2020-1-19,The Hankyoreh,https://english.hani.co.kr/arti/english_edition/e_business/924948.html
semiconductor,GB,Semiconductor Manufacturing Equipment Market Worth USD ...,Searching for your content...,2020-1-23,PR Newswire,https://www.prnewswire.com/news-releases/semiconductor-manufacturing-equipment-market-worth-usd-119-00-billion-by-2026-at-8-0-cagr-high-demand-for-compact-products-to-spur-growth-fortune-business-insights-300991955.html
semiconductor,GB,Amkor Technology to Announce Fourth Quarter and Full Year ...,"TEMPE, Ariz.--(",2020-1-15,Business Wire,https://www.businesswire.com/news/home/20200115005049/en/Amkor-Technology-to-Announce-Fourth-Quarter-and-Full-Year-2019-Financial-Results-on-February-10-2020
semiconductor,GB,Key Nintendo and Sony chip supplier sees robust recovery in ...,"TAIPEI -- Macronix International, a leading memory chip maker in Taiwan and a key supplier to ",2020-1-3,Nikkei Asia,https://asia.nikkei.com/Editor-s-Picks/Interview/Key-Nintendo-and-Sony-chip-supplier-sees-robust-recovery-in-2020
semiconductor,GB,"The $415M Electronic Grade Sulfuric Acid Market, 2024 ...","



    ",2020-1-14,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/14/1970100/28124/en/The-415M-Electronic-Grade-Sulfuric-Acid-Market-2024-Analysis-on-Applications-in-Semiconductors-PCB-Panels-and-Pharmaceuticals.html
semiconductor,GB,3D sensing platform for access control and smart video ..., and ,2020-1-6,Help Net Security,https://www.helpnetsecurity.com/2020/01/06/3d-sensing-platform/
semiconductor,GB,Samsung Prototypes First Ever 3nm GAAFET Semiconductor,"Tom's Hardware is supported by its audience. When you purchase through links on our site, we may earn an affiliate commission. ",2020-1-3,Tom's Hardware,https://www.tomshardware.com/news/samsung-prototypes-first-ever-3nm-gaafet-semiconductor
semiconductor,GB,Sony cranking out image sensors round the clock to meet ...,"
                    It looks like you're using an ad blocker.",2020-1-2,The Japan Times,https://www.japantimes.co.jp/news/2020/01/02/business/corporate-business/sony-cranking-image-sensors-round-clock-meet-smartphone-fueled-demand/
semiconductor,GB,Auto Parts Company Aptiv Partners With Automotive Chip ..., ,2020-1-9,Calcalistech,"https://www.calcalistech.com/ctech/articles/0,7340,L-3777428,00.html"
semiconductor,GB,STMicro CEO says a Huawei ban would not threaten $12 billion revenue target,Discover Thomson Reuters,2020-1-23,Reuters,https://www.reuters.com/article/us-stmicroelectronics-results-idINKBN1ZM12Z
semiconductor,GB,Lancaster University shows how InAs/AlSb resonant ...,Sign Up to Our Free Weekly E-Brief,2020-1-17,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/lancaster-170120.shtml
semiconductor,GB,Omni MedSci files a second Patent Infringement case against ..., ,2020-1-25,Patently Apple,https://www.patentlyapple.com/patently-apple/2020/01/omni-medsci-files-a-second-patent-infringement-case-against-apple-that-claims-apple-watch-uses-their-technology.html
semiconductor,GB,Indium selenide expands potential of 2D optoelectronic ...,Sign Up to Our Free Weekly E-Brief,2020-1-16,Semiconductor Today,http://www.semiconductor-today.com/news_items/2020/jan/heriotwatt-160120.shtml
semiconductor,GB,University of Sheffield spins-out micro-LED company - News,URL ,2020-1-31,Compound Semiconductor,https://compoundsemiconductor.net/article/110183/University_Of_Sheffield_Spins-out_Micro-LED_Company
semiconductor,GB,Sanan Appoints Plextek RFI for 5G GaAs MMIC Design - News,URL ,2020-1-6,Compound Semiconductor,https://compoundsemiconductor.net/article/109841/Sanan_Appoints_Plextek_RFI_for_5G_GaAs_MMIC_Design_
semiconductor,GB,Global Atomic Layer Deposition (ALD) Market is Expected to ...,"



    ",2020-1-29,GlobeNewswire,https://www.globenewswire.com/news-release/2020/01/29/1976956/0/en/Global-Atomic-Layer-Deposition-ALD-Market-is-Expected-to-Reach-USD-9-51-Billion-by-2025-Fior-Markets.html
semiconductor,GB,Korean Company Begins Mass Production of High-purity ...,"Since Japan began to restrict exports of three key materials for semiconductor and display production -- high-purity hydrogen fluoride, fluorine polyimide and photoresists -- to Korea in July 2019, Korean companies have been seeking to localize them to reduce the nation’s dependence on Japan. Some of these materials have already been localized or will be produced by Korean companies in the first half of this year.",2020-1-3,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=39795
semiconductor,GB,5/3nm Wars Begin,"New transistors structures are on the horizon with new tools and processes, but there are lots of problems, too.",2020-1-23,Semiconductor Engineering,https://semiengineering.com/5-3nm-wars-begin/
semiconductor,GB,Japan's etching gas exports to South Korea bounce back,"TOKYO -- Japanese exports of etching gas to South Korea surged in December, trade statistics released Thursday show, marking a reversal after Tokyo turned off the spigot for the vital semiconductor material amid rising bilateral tensions last summer.",2020-1-31,Nikkei Asia,https://asia.nikkei.com/Spotlight/Japan-South-Korea-rift/Japan-s-etching-gas-exports-to-South-Korea-bounce-back
semiconductor,GB,New York state board approves $500 million grant toward ...,,2020-1-16,The Business Journals,https://www.bizjournals.com/albany/news/2020/01/16/ny-utica-cree-semiconductor-factory-upstate.html
semiconductor,GB,Semiconductors Market in Vietnam 2020-2024 | 19% CAGR ...,Technavio announced its latest market research report titled semiconductors market in Vietnam 2020-2024. (Graphic: Business Wire),2020-1-29,Business Wire,https://www.businesswire.com/news/home/20200129005505/en/Semiconductors-Market-in-Vietnam-2020-2024-19-CAGR-Projection-Through-2024-Technavio
semiconductor,GB,"Globaltronic Precision: From semiconductors to aircraft, SME ...",,2020-1-28,The Business Times,https://www.businesstimes.com.sg/sme/globaltronic-precision-from-semiconductors-to-aircraft
semiconductor,GB,Yole forecasts big changes in Epitaxy market - News,URL ,2020-1-23,Compound Semiconductor,https://compoundsemiconductor.net/article/110086/Yole_Forecasts_Big_Changes_In_Epitaxy_Market%7BfeatureExtra%7D
semiconductor,GB,SK Hynix operating profit falls 87% in 2019,The South Korean semiconductor company was hit hard by the downturn in the memory market.,2020-1-31,ZDNet,https://www.zdnet.com/article/sk-hynix-operating-profit-falls-87-in-2019/
