query,region,title,excerpt,date,source,link
semiconductor,us,When the Chips Are Down: Policy Priorities for Sustaining US ...,"Key Industry DynamicsThe most important trends impacting the U.S. semiconductor industry include restoring U.S. leadership at the cutting edge of semiconductor production and increasing domestic semiconductor production.
In 2019, U.S.-headquartered enterprises’ market share of this $470 billion industry stood at 47 percent, according to the Semiconductor Industry Association’s annual assessment.
As a strategic industry, U.S. primacy in semiconductor manufacturing may dissipate if there are inadequate new facilities constructed to manufacture chips.
This is an area where Taiwan, principally through Taiwan Semiconductor Manufacturing Co., has emerged as a global leader in semiconductor fabrication.
Stephen is the author of two recent studies on the semiconductor industry, An Allied Approach to Semiconductor Leadership and Moore’s Law Under Attack: The Impact of China’s Policies on Global Semiconductor Innovation",2021-5-14,War on the Rocks,https://warontherocks.com/2021/05/when-the-chips-are-down-policy-priorities-for-sustaining-u-s-semiconductor-leadership/
semiconductor,us,U.S. senators propose 25% tax credit for semiconductor ...,"REUTERS/Steve Marcus/File PhotoWASHINGTON, June 17 (Reuters) - A bipartisan group of U.S. senators on Thursday proposed a 25% tax credit for investments in semiconductor manufacturing as Congress works to increase U.S. chip production.
The group did not immediately provide a cost estimate for the measure, which is on top of recent proposed semiconductor funding.
Last week, the Senate approved $52 billion for production and research on semiconductors and telecommunications equipment.
Raimondo anticipates government funding would generate ""$150 billion-plus"" in investment in chip production and research - including contributions from state and federal governments and private-sector firms.
The tax credit could benefit Taiwan Semiconductor Manufacturing Co (TSMC)  , which is building a $12 billion semiconductor factory in Arizona, and Dutch chipmaker NXP Semiconductors NV (NXPI.O) as well as U.S. firms such as Intel Corp (INTC.O) and Micron Technology Inc (MU.O)",2021-6-17,Reuters,https://www.reuters.com/world/us/us-senators-propose-new-25-tax-credit-semiconductor-manufacturing-2021-06-17/
semiconductor,us,US Senate introduces FABS Act to give tax credits to ...,"A group of Senators have put forward a bill that would give investment tax 
credits to US semiconductor manufacturers",2021-6-18,Data Center Dynamics,https://www.datacenterdynamics.com/en/news/us-senate-introduces-fabs-act-to-give-tax-credits-to-semiconductor-manufacturers/
semiconductor,us,Senate legislation proposed to create tax credit for US ...,"Written by John Hewitt JonesSenate lawmakers have introduced bipartisan legislation that would establish an investment tax credit for domestic semiconductor manufacturing.
Innovation and Competition Act (USICA), which includes $52 billion in funding provision for semiconductor manufacturing, design and research.
In January, Congress enacted the CHIPS for America Act as part of the fiscal 2021 National Defense Authorization Act (NDAA), which authorizes incentives for domestic semiconductor manufacturing and investments in chip research.
Since then, industry groups, including the Semiconductor Industry Association, have called on leaders in Congress to enact an investment tax credit, such as the measures included in the legislation introduced on Thursday.
According to research by the SIA and Boston Consulting Group, the share of global semiconductor manufacturing in the U.S. decreased from 39% in 1990 to 12% today",2021-6-17,FedScoop,https://www.fedscoop.com/senate-legislation-proposed-to-create-tax-credit-for-us-semiconductor-manufacturing/
semiconductor,us,Semiconductor shortage leaves U.S. lawmakers seeking elusive fix,"Lawmakers hoping to revitalize U.S. semiconductor manufacturing in response to a global chip shortage will find it tough to do in the near term, even if Congress throws billions in cash subsidies at the problem.
There’s bipartisan support for increasing domestic chip manufacturing capacity with some U.S. carmakers forced to idle plants as supply chains are interrupted by the global pandemic.
Texas Representative Michael McCaul, top Republican on the House Foreign Affairs Committee, has spoken to the White House about the need for semiconductor manufacturing subsidies, and was well received, according to one committee aide.
Asia has a leg up because the electronics manufacturing supply chain is localized there, he added.
The U.S. share of global semiconductor manufacturing capacity fell to 12% in 2020 from 37% in 1990, according to SIA data",2021-2-21,Mint,https://www.livemint.com/technology/tech-news/semiconductor-shortage-leaves-u-s-lawmakers-seeking-elusive-fix-11613915490211.html
semiconductor,us,U.S. Commerce Dept. presses Taiwan for more chips to ...,"The logo of Taiwan Semiconductor Manufacturing Co (TSMC) is pictured at its headquarters, in Hsinchu, Taiwan, Jan. 19, 2021.
REUTERS/Ann WangWASHINGTON, May 4 (Reuters) - The U.S. Commerce Department is pressing Taiwan Semiconductor Manufacturing Co Ltd (2330.TW) and other Taiwanese firms to prioritise the needs of U.S. automakers to ease chip shortages in the near term, Commerce Secretary Gina Raimondo said.
Wei expected the chip shortage for the firm's auto clients to be greatly reduced from the next quarter.
The Commerce Department plans a meeting with automakers next week on the chip shortage issue, said officials briefed on the matter.
On April 12, President Joe Biden convened semiconductor and auto industry executives to discuss solutions to the crisis",2021-5-4,Reuters,https://www.reuters.com/technology/us-commerce-dept-pressing-taiwan-supply-more-chips-us-automakers-2021-05-04/
semiconductor,us,TSMC faces pressure to choose a side in US-China tech war,"Become an FT subscriber to read:A cross-border view on tradeJournalists in 50+ countries explore developments in global commerce from every perspective.
For Premium subscribers, we offer our dedicated ‘FT Free Trade’ newsletter every Tuesday and Thursday",2021-4-15,Financial Times,https://www.ft.com/content/b452221a-5a82-4f5d-9687-093b9707e261
semiconductor,us,Samsung weighs second Texas site for US$17 billion US ...,"Samsung weighs second Texas site for US$17 billion US semiconductor plantBloombergSamsung Electronics Co is considering a second location in Texas for its planned US$17 billion US semiconductor plant, a signature project that could address US concerns about chip security while expanding its own capabilities.
Photo: ReutersThe company had been in discussions to build a facility in Austin, Texas, capable of fabricating chips as advanced as 3 nanometers, people familiar with the matter have said.
It called for investment of about US$17 billion and the creation of about 1,800 jobs over the first 10 years, according to an economic impact study prepared by a local consultant.
If Samsung goes ahead, it would effectively go head-to-head on US soil with TSMC, which is on track to build its own US$12 billion chip fab in Arizona by 2024.
Under Samsung family scion Jay Y. Lee, the company has said it wants to be the biggest player in the US$400 billion chip industry",2021-08-26,Taipei Times,https://www.taipeitimes.com/News/biz/archives/2021/07/17/2003760973
semiconductor,us,TSMC supplier LCY to build US plant as chip supply chain shifts,"The major economies have started to realize semiconductors are strategic resources and there's a need for localization of the chip supply chain.""
Liu said in the past Asia handled most semiconductor manufacturing while advanced chip designs took place in Europe and the U.S.
""People are starting to realize that cutting-edge chip production cannot move forward without leading chip production equipment and chemicals supply.
TSMC plans to build a research and development center in Japan, Nikkei reported this week, as demand for advanced semiconductor equipment and materials becomes increasingly important.
Liu said leading-edge chip production required extremely high quality inputs",2021-2-9,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/TSMC-supplier-LCY-to-build-US-plant-as-chip-supply-chain-shifts
semiconductor,us,Why We're in the Midst of a Global Semiconductor Shortage,"The chip shortages are expected to cause widespread shortages of everything, from electronics to medical devices to technology and networking equipment.
And in response to the shortages, Taiwan Semiconductor Manufacturing Company (TSMC), the world’s largest semiconductor manufacturer, has increased its 2021 capital spending budget to $28 billion.
To a great extent, the chip shortage has been a ticking time bomb, building since late last year due to a few (unrelated) supply-chain disruptions.
If they had monitored and mapped their supply chains, would that have alerted them sooner to the semiconductor shortages arising from the fire at a major lower-tier supplier in Japan?
The pandemic and the chip shortage have made one thing abundantly clear: A flexible, agile supply chain is crucial to navigating the changes and staying resilient",2021-2-26,Harvard Business Review,https://hbr.org/2021/02/why-were-in-the-midst-of-a-global-semiconductor-shortage
semiconductor,us,Biden looks to techno-alliances to chip in on semiconductors,"Meanwhile, three East Asian semiconductor powerhouses — Japan, Taiwan and South Korea — contribute nearly 70 per cent of global semiconductor production.
The recent COVID-19 pandemic-induced chip shortage revealed long-standing vulnerabilities in US semiconductor supply chains.
In President Biden’s first economic dialogue with Taiwanese President Tsai Ing-wen, US–Taiwan collaboration on chip supply chains was at the top of the agenda.
A major issue in maintaining a US–Taiwan semiconductor alliance is the US desire to on-shore semiconductor production.
In May, the two countries announced an agreement to deepen cooperation across a range of industries, including semiconductor production",2021-08-26,East Asia Forum,https://www.eastasiaforum.org/2021/07/28/biden-looks-to-techno-alliances-to-chip-in-on-semiconductors/
semiconductor,us,The Really Critical Infrastructure Need: American-Made Semiconductors,"The Really Critical Infrastructure Need: American-Made Semiconductors ... 
The U.S. share of global semiconductor manufacturing capacity has dropped 
to 12% ",2021-08-26,Wall Street Journal,https://www.wsj.com/articles/the-really-critical-infrastructure-need-american-made-semiconductors-11627309340
semiconductor,us,When the chips are down: Biden's semiconductor war,"Export control policy in the semiconductor sector – an industry that supplies the world’s computer, smartphone, appliances and medical equipment industry with electronic chips – was at the forefront of Donald Trump’s tech war against China.
Industry players looked expectantly to his review and potential reversal of Trump’s export control policy.
Despite its effectiveness in curbing China’s technological rise, Trump’s all-out approach to a semiconductor export ban has incurred significant economic costs.
A quick examination of China’s chokepoints in the semiconductor industry reveals why an export control policy remains essential for US strategy.
Despite its effectiveness in curbing China’s technological rise, Trump’s all-out approach to a semiconductor export ban has incurred significant economic costs",2021-08-26,Lowy Institute,https://www.lowyinstitute.org/the-interpreter/when-chips-are-down-biden-s-semiconductor-war
semiconductor,us,U.S. chip funding could result in seven to 10 new factories ...,"She said she expected states will compete for federal funding for chip facilities and that the Commerce department would have a transparent process for awarding funding.
Senator Mark Warner, a Democrat, said at Monday's event he thought the funds could result in ""seven to 10"" new fabrication plants.
Last week, Senate Democratic Leader Chuck Schumer unveiled revised bipartisan legislation to spend $52 billion for U.S. semiconductor chip production and research over five years.
Supporters of funding note the United States had a 37% share of semiconductors and microelectronics production in 1990; today just 12% of semiconductors are manufactured in the United States.
He said China had left the United States no option but to make such investments",2021-5-24,Reuters,https://www.reuters.com/technology/us-chip-funding-could-result-seven-10-new-factories-officials-2021-05-24/
semiconductor,us,Carmakers meet US secretary of commerce to solve ...,"US secretary of commerce, Gina Raimondo, has met with senior executives in the semiconductor supply chain, including carmakers Ford, GM and Stellantis, to find ways out of current shortage in the supply of the electronic components.
Following the latest meeting, held last Thursday (May 20), Raimondo said: “Semiconductors play a unique role in our economic and national security, and when semiconductor supply chains are disrupted, the impact is felt across the economy.
The review involves ongoing discussions between government and industry designed to address the semiconductor shortage.
Following that, the Biden administration proposed setting aside $50 billion of its $2 trillion infrastructure plan for the semiconductor industry, with the emphasis on domestic production of chips.
“Our hope is these conversations will lead to solutions not only for the near-term shortage, but also measures to strengthen the domestic supply chain in the long-term,” she added",2021-5-25,Automotive Logistics,https://www.automotivelogistics.media/inbound-logistics/carmakers-meet-us-secretary-of-commerce-to-solve-semiconductor-shortage/41906.article
semiconductor,us,What’s behind the semiconductor shortage and how long could it last?,"Related content:‘It’s a Roller-Coaster Ride’: Global Chip Shortage Is Making Industries SweatIntel to Spend $20 Billion on 2 New Chip Factories in Arizona.
Today, we are talking about the semiconductor shortage which has caught the world off guard and is disrupting the auto industry and other sectors of the economy.
How serious is the semiconductor shortage for the economy now that we are recovering from the pandemic recession?
They have been forced to temporarily close a bunch of plants in North America because of the chip shortage.
But if there’s a shortage and they can’t fill demand, they sort of leave money on the table",2021-5-24,Brookings Institution,https://www.brookings.edu/podcast-episode/whats-behind-the-semiconductor-shortage-and-how-long-could-it-last/
semiconductor,us,How Covid led to a $60 billion global chip shortage for the auto industry,"Consulting firm AlixPartners expects the shortage will cut $60.6 billion in revenue from the global automotive industry this year.
""All the way up and down the supply chain, everybody is out some portion of money,"" he said.
General Motors expects the chip shortage will cut its earnings by $1.5 billion to $2 billion this year.
""This is a classic example of the bullwhip effect,"" said Razat Gaurav, CEO of supply chain software and analytics firm Llamasoft.
Narumon Bowonkitwanchai | Moment | Getty ImagesMuch of the problem begins at the bottom of the supply chain involving ""wafers.""",2021-2-11,CNBC,https://www.cnbc.com/2021/02/11/how-covid-led-to-a-60-billion-global-chip-shortage-for-automakers.html
semiconductor,us,"US Faces a National Security Chips Crisis, Raimondo Says","Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy",2021-4-20,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-04-20/u-s-faces-national-security-crisis-on-chips-raimondo-says
semiconductor,us,US and Taiwanese companies vow to collaborate on chip ...,"Taiwan's Economics Minister Wang Mei-hua led the hybrid online-offline talks in Taipei with officials from the U.S. state and commerce departments.
The unprecedented chip shortage has highlighted the strategic importance of Taiwan, the economic minister said.
Taiwan's Economics Minister Wang Mei-hua speaks in Taipei after Taiwan and the U.S. held a joint economic dialogue.
Taiwan had its first such economic dialogue with the U.S. in late November.
The economic dialogue, which took place only weeks after Biden was sworn into office, sends a positive sign that warm Taipei-Washington relations will continue, observers say",2021-2-5,Nikkei Asia,https://asia.nikkei.com/Economy/US-and-Taiwanese-companies-vow-to-collaborate-on-chip-supply-chain
semiconductor,us,Commerce chief says U.S. could help boost chips transparency,"Oliver Contreras/Pool via REUTERSWASHINGTON, May 20 (Reuters) - U.S. Commerce Secretary Gina Raimondo said Thursday she held meetings with three dozen senior industry leaders on a semiconductor chip shortage and said the United States could help boost transparency in the market.
The meeting included General Motors Co (GM.N), Ford Motor Co (F.N), Stellantis NV (STLA.MI), chip suppliers and other users of chips.
Raimondo and the Biden administration back $50 billion in U.S. government spending to dramatically boost U.S. semiconductor production and research, but it will take significant time for that spending - if approved by Congress - to boost supply.
Asked if there was any action the Biden administration could take to address short-term auto production issues, Raimondo suggested it could help with demand forecasting and address a ""lack of transparency"" around the chips market and various sector needs.
""We are thinking about ways that we might be able to help with more information-sharing between suppliers and consumers,"" Raimondo said",2021-5-20,Reuters,https://www.reuters.com/business/autos-transportation/us-commerce-chief-holding-meetings-chips-shortage-sources-2021-05-20/
semiconductor,us,"A global semiconductor shortage highlights a troubling trend: A small and 
shrinking number of the world's computer chips are made in the US","The U.S. share of global semiconductor fabrication is only 12%, down from 37% in 1990, according to the Semiconductor Industry Association.
It might not seem important that 88% of the semiconductor chips used by U.S. industries, including the automotive and defense industries, are fabricated outside the U.S.
Advances in semiconductor fabrication are based on the number of transistors, the smallest of a chip’s electronic components, per square millimeter.
Taiwan and Samsung in South Korea are developing 3 nanometer fabs while the U.S. does not yet have a 7 nanometer fab.
Biden’s executive order about supply chains is an important step in determining the investments needed to improve the prospects for the U.S. semiconductor industry",2021-3-9,The Conversation,https://theconversation.com/a-global-semiconductor-shortage-highlights-a-troubling-trend-a-small-and-shrinking-number-of-the-worlds-computer-chips-are-made-in-the-us-156700
semiconductor,us,China Turns Semiconductors Into The ‘New Oil’ While GM Runs Out Of Chips,"China Turns Semiconductors Into The 'New Oil' While GM Runs Out Of Chips · 
As it stands, American companies like Intel · Around the same time that 
Swan was ",2021-2-7,Forbes,https://www.forbes.com/sites/kenrapoza/2021/02/07/china-turns-semiconductors-into-the-new-oil-while-gm-runs-out-of-chips/
semiconductor,us,TSMC considering first chip packaging plant in US,"The new plant would carry out chip packaging, using advanced technology to integrate different types of semiconductors onto wafers.
Innovation in packaging chips is emerging as an industry battleground for TSMC and rivals including Intel and Samsung, and this would be TSMC's first such facility outside Taiwan.
TSMC is already building its first U.S. chip manufacturing plant in more than two decades -- a $12 billion facility in Arizona, to go into production by 2024.
TSMC declined to comment on whether it plans to build a chip packaging plant in the U.S. but pointed to CEO C.C.
TSMC is also building an advanced chip packaging facility in the Taiwanese city of Miaoli that is set to go into production in 2022",2021-6-11,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/TSMC-considering-first-chip-packaging-plant-in-US
semiconductor,us,How the global semiconductor tussle is shaping ASML’s future,Pay based on useGet StartedPurchase a Team or Enterprise subscription for per weekYou will be billed per month after the trial ends,2021-08-26,Financial Times,https://www.ft.com/content/793bcae2-509b-4287-a4da-97e0c86ee87d
semiconductor,us,"White House to hold another semiconductor summit with industry leaders as 
chip shortage worsens","“At its core, this is an issue that demonstrates the need not to offshore American jobs, and to bring back production of semiconductors and other auto supply parts to U.S. workers where as a nation we have more ability to respond to these demand issues,” the UAW said",2021-4-9,The Washington Post,https://www.washingtonpost.com/technology/2021/04/09/white-house-semiconductor-shortage-chips-autos/
semiconductor,us,EXCLUSIVE U.S. senators close to announcing $52 bln chips ...,"REUTERS/Steve Marcus/File PhotoWASHINGTON, May 14 (Reuters) - A group of U.S. senators are close to unveiling a $52-billion proposal Friday that would significantly boost U.S. semiconductor chip production and research over five years sources briefed on the matter said.
Senators Mark Kelly, John Cornyn, Mark Warner and Tom Cotton have been negotiating a compromise measure to address the issue in the face of rising Chinese semiconductor production and shortages impacting automakers and other U.S. industries.
President Joe Biden has also called for $50 billion to boost semiconductor production and research.
""There is an urgent need for our economic and national security to provide funding to swiftly implement these critical programs.
The Chinese Communist Party is aggressively investing over $150 billion in semiconductor manufacturing so they can control this key technology,"" the summary says",2021-5-14,Reuters,https://www.reuters.com/technology/exclusive-us-senators-expected-announce-52-bln-chips-funding-deal-sources-2021-05-14/
semiconductor,us,Tech stocks slump on report of Trump’s parting shot at Huawei,"States are running out of ICU beds.
See where COVID cases are rising the fastest",2021-1-18,Fortune,https://fortune.com/2021/01/18/huawei-ban-chips-trump-tech-stocks/
