query,region,title,excerpt,date,source,link
semiconductor,united+states,"In $20bn push, Intel hopes to make US chip-making great again","Intel shares rose 7.5 percent after the company disclosed its new strategy and full-year financial guidance for 2021.
Some investors such as Third Point LLC had previously urged Intel to consider spinning off its costly chip manufacturing operations.
He said on a webcast on Tuesday that Amazon.com Inc, Cisco Systems Inc, Qualcomm Inc and Microsoft Corp support its efforts to offer chip manufacturing services.
Gelsinger said Intel will aim to change the global chip manufacturing balance by embracing the foundry business where it historically has been a minor player.
Intel also announced plans for a new research collaboration with IBM focused on computing chip and packaging technology",2021-3-24,Al Jazeera,https://www.aljazeera.com/economy/2021/3/24/in-20bn-push-intel-hopes-to-make-us-chip-making-great-again
semiconductor,united+states,Intel to spend $20 billion on U.S. chip plants as CEO ...,"Some investors such as Third Point LLC had previously urged Intel to consider spinning off its costly chip manufacturing operations.
The company said it expects to spend $19 billion to $20 billion on capital expenditures.
1/2 An Intel Tiger Lake chip is displayed at an Intel news conference during the 2020 CES in Las Vegas, Nevada, U.S. January 6, 2020.
He did say on a webcast Tuesday that Amazon.com Inc (AMZN.O), Cisco Systems Inc (CSCO.O), Qualcomm Inc (QCOM.O) and Microsoft Corp (MSFT.O) support its efforts to offer chip manufacturing services.
Gelsinger said Intel will aim to change the global chip manufacturing balance by embracing the foundry business where it historically has been a minor player",2021-3-23,Reuters,https://www.reuters.com/world/asia-pacific/intel-doubles-down-chip-manufacturing-plans-20-billion-new-arizona-sites-2021-03-23/
semiconductor,united+states,Intel is spending $20 billion to build two new chip plants in Arizona,"Intel announced on Tuesday that it will spend $20 billion to build two new chip factories, called fabs, in Chandler, Arizona.
Intel stock rose as much as 5% on the news in extended trading on Tuesday.
The news comes during a global chip shortage that is snarling industries from automobiles to electronics and worries the U.S. is falling behind in semiconductor manufacturing.
Intel said its foundry division will be called Intel Foundry Services and will be led by Randhir Thakur, a current Intel senior vice president.
A slide displayed by Intel suggested that companies including Amazon, Google, Microsoft and Qualcomm could be customers for the business",2021-3-23,CNBC,https://www.cnbc.com/2021/03/23/intel-is-spending-20-billion-to-build-two-new-chip-plants-in-arizona.html
semiconductor,united+states,When the Chips Are Down: Policy Priorities for Sustaining US ...,"Key Industry DynamicsThe most important trends impacting the U.S. semiconductor industry include restoring U.S. leadership at the cutting edge of semiconductor production and increasing domestic semiconductor production.
In 2019, U.S.-headquartered enterprises’ market share of this $470 billion industry stood at 47 percent, according to the Semiconductor Industry Association’s annual assessment.
As a strategic industry, U.S. primacy in semiconductor manufacturing may dissipate if there are inadequate new facilities constructed to manufacture chips.
This is an area where Taiwan, principally through Taiwan Semiconductor Manufacturing Co., has emerged as a global leader in semiconductor fabrication.
Stephen is the author of two recent studies on the semiconductor industry, An Allied Approach to Semiconductor Leadership and Moore’s Law Under Attack: The Impact of China’s Policies on Global Semiconductor Innovation",2021-5-14,War on the Rocks,https://warontherocks.com/2021/05/when-the-chips-are-down-policy-priorities-for-sustaining-u-s-semiconductor-leadership/
semiconductor,united+states,U.S. senators propose 25% tax credit for semiconductor ...,"REUTERS/Steve Marcus/File PhotoWASHINGTON, June 17 (Reuters) - A bipartisan group of U.S. senators on Thursday proposed a 25% tax credit for investments in semiconductor manufacturing as Congress works to increase U.S. chip production.
The group did not immediately provide a cost estimate for the measure, which is on top of recent proposed semiconductor funding.
Last week, the Senate approved $52 billion for production and research on semiconductors and telecommunications equipment.
Raimondo anticipates government funding would generate ""$150 billion-plus"" in investment in chip production and research - including contributions from state and federal governments and private-sector firms.
The tax credit could benefit Taiwan Semiconductor Manufacturing Co (TSMC)  , which is building a $12 billion semiconductor factory in Arizona, and Dutch chipmaker NXP Semiconductors NV (NXPI.O) as well as U.S. firms such as Intel Corp (INTC.O) and Micron Technology Inc (MU.O)",2021-6-17,Reuters,https://www.reuters.com/world/us/us-senators-propose-new-25-tax-credit-semiconductor-manufacturing-2021-06-17/
semiconductor,united+states,US steps up talks with Taiwan to secure chip supply chain,"Washington wants to bring critical parts of the chip supply chain onto its own soil.
The AIT confirmed the meeting in a Facebook post highlighting Taiwan’s role in secure supply chains.
Washington has been urging a reshaping of global supply chains amid the ongoing tech war with Beijing and the global coronavirus pandemic.
Taiwan is playing an important role in supporting the U.S. campaign given the democratic-ruled island's advanced tech supply chains.
The AIT hosted its first public forum on supply chain restructuring in Taipei in September last year, together with EU, Canadian, and Japanese counterparts, to publicly advocate decoupling from China",2021-2-25,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/US-steps-up-talks-with-Taiwan-to-secure-chip-supply-chain
semiconductor,united+states,"US, China to set up working group to ease tension in global chips industry","Engineers work at Xinguan Technology, a semiconductor high-tech enterprise in Dalian on April 1, 2019.
Photo: Xinhua",2021-3-11,South China Morning Post,https://www.scmp.com/tech/tech-war/article/3124962/us-and-china-set-working-group-semiconductor-restrictions-ease-export
semiconductor,united+states,Biden looks to techno-alliances to chip in on semiconductors,"Meanwhile, three East Asian semiconductor powerhouses — Japan, Taiwan and South Korea — contribute nearly 70 per cent of global semiconductor production.
The recent COVID-19 pandemic-induced chip shortage revealed long-standing vulnerabilities in US semiconductor supply chains.
In President Biden’s first economic dialogue with Taiwanese President Tsai Ing-wen, US–Taiwan collaboration on chip supply chains was at the top of the agenda.
A major issue in maintaining a US–Taiwan semiconductor alliance is the US desire to on-shore semiconductor production.
In May, the two countries announced an agreement to deepen cooperation across a range of industries, including semiconductor production",2021-08-26,East Asia Forum,https://www.eastasiaforum.org/2021/07/28/biden-looks-to-techno-alliances-to-chip-in-on-semiconductors/
semiconductor,united+states,"A global semiconductor shortage highlights a troubling trend: A small and 
shrinking number of the world's computer chips are made in the US","The U.S. share of global semiconductor fabrication is only 12%, down from 37% in 1990, according to the Semiconductor Industry Association.
It might not seem important that 88% of the semiconductor chips used by U.S. industries, including the automotive and defense industries, are fabricated outside the U.S.
Advances in semiconductor fabrication are based on the number of transistors, the smallest of a chip’s electronic components, per square millimeter.
Taiwan and Samsung in South Korea are developing 3 nanometer fabs while the U.S. does not yet have a 7 nanometer fab.
Biden’s executive order about supply chains is an important step in determining the investments needed to improve the prospects for the U.S. semiconductor industry",2021-3-9,The Conversation,https://theconversation.com/a-global-semiconductor-shortage-highlights-a-troubling-trend-a-small-and-shrinking-number-of-the-worlds-computer-chips-are-made-in-the-us-156700
semiconductor,united+states,Can The U.S. Compete For Chip Dominance?,"The Taiwan Semiconductor Manufacturing Company (TSMC) alone is responsible 
for 55% of production, and much of that happens in its home base Taiwan 
which has ",2021-08-26,Forbes,https://www.forbes.com/sites/randybrown/2021/07/14/can-the-us-compete-for-chip-dominance/
semiconductor,united+states,The World Is Dangerously Dependent on Taiwan for ...,"As China pushes the world to avoid official dealings with Taiwan, leaders across the globe are realizing just how dependent they’ve become on the island democracy.
Taiwan, which China regards as a province, is being courted for its capacity to make leading-edge computer chips.
That’s mostly down to Taiwan Semiconductor Manufacturing Co., the world’s largest foundry and go-to producer of chips for Apple Inc. smartphones, artificial intelligence and high-performance computing",2021-1-25,Bloomberg.com,https://www.bloomberg.com/news/features/2021-01-25/the-world-is-dangerously-dependent-on-taiwan-for-semiconductors
semiconductor,united+states,U.S. chip funding could result in seven to 10 new factories ...,"She said she expected states will compete for federal funding for chip facilities and that the Commerce department would have a transparent process for awarding funding.
Senator Mark Warner, a Democrat, said at Monday's event he thought the funds could result in ""seven to 10"" new fabrication plants.
Last week, Senate Democratic Leader Chuck Schumer unveiled revised bipartisan legislation to spend $52 billion for U.S. semiconductor chip production and research over five years.
Supporters of funding note the United States had a 37% share of semiconductors and microelectronics production in 1990; today just 12% of semiconductors are manufactured in the United States.
He said China had left the United States no option but to make such investments",2021-5-24,Reuters,https://www.reuters.com/technology/us-chip-funding-could-result-seven-10-new-factories-officials-2021-05-24/
semiconductor,united+states,"White House to hold another semiconductor summit with industry leaders as 
chip shortage worsens","“At its core, this is an issue that demonstrates the need not to offshore American jobs, and to bring back production of semiconductors and other auto supply parts to U.S. workers where as a nation we have more ability to respond to these demand issues,” the UAW said",2021-4-9,The Washington Post,https://www.washingtonpost.com/technology/2021/04/09/white-house-semiconductor-shortage-chips-autos/
semiconductor,united+states,Why We're in the Midst of a Global Semiconductor Shortage,"The chip shortages are expected to cause widespread shortages of everything, from electronics to medical devices to technology and networking equipment.
And in response to the shortages, Taiwan Semiconductor Manufacturing Company (TSMC), the world’s largest semiconductor manufacturer, has increased its 2021 capital spending budget to $28 billion.
To a great extent, the chip shortage has been a ticking time bomb, building since late last year due to a few (unrelated) supply-chain disruptions.
If they had monitored and mapped their supply chains, would that have alerted them sooner to the semiconductor shortages arising from the fire at a major lower-tier supplier in Japan?
The pandemic and the chip shortage have made one thing abundantly clear: A flexible, agile supply chain is crucial to navigating the changes and staying resilient",2021-2-26,Harvard Business Review,https://hbr.org/2021/02/why-were-in-the-midst-of-a-global-semiconductor-shortage
semiconductor,united+states,U.S. Commerce chief planning meeting on chip shortage ...,"Oliver Contreras/Pool via REUTERSWASHINGTON, May 10 (Reuters) - U.S. Commerce Secretary Gina Raimondo plans to hold a May 20 meeting with senior U.S. auto industry leaders and others on a semiconductor shortage that has cut production, two sources briefed on the matter said.
The meeting will include General Motors Co (GM.N), Ford Motor Co (F.N) and Stellantis NV (STLA.MI), the sources said.
She said the chip shortage was a factor in the loss of 27,000 auto sector jobs in April.
The Commerce Department did not immediately respond to a request for comment.
Reuters reported last week that the department was planning a new meeting with automakers on chips",2021-5-10,Reuters,https://www.reuters.com/technology/us-commerce-chief-planning-may-20-meeting-semiconductor-chip-shortage-sources-2021-05-10/
semiconductor,united+states,U.S. says promoting chip cooperation with Taiwan is a priority,"TAIPEI (Reuters) - The United States and Taiwan are natural partners when it comes to semiconductors and promoting this cooperation is a U.S. priority, the de facto U.S. ambassador in Taiwan said on Thursday.
FILE PHOTO: MediaTek chips are seen on a development board at the MediaTek booth during the 2015 Computex exhibition in Taipei, Taiwan, June 3, 2015.
REUTERS/Pichi ChuangWashington has increasingly viewed tech-powerhouse and democratically ruled Taiwan as a key part of its strategy to shift global supply chains away from China, especially when it comes to technology and chip companies.
Foreign governments and companies have also beseeched Taiwan to help resolve a shortage of auto chips which have idled factories around the world.
U.S. companies are not standing still either, and this week Intel Corp announced a $20 billion plan to expand its advanced chip manufacturing capacity",2021-3-24,Reuters,https://www.reuters.com/article/us-taiwan-usa-semiconductors-idUSKBN2BH0JY
semiconductor,united+states,U.S. Commerce Dept. presses Taiwan for more chips to ...,"The logo of Taiwan Semiconductor Manufacturing Co (TSMC) is pictured at its headquarters, in Hsinchu, Taiwan, Jan. 19, 2021.
REUTERS/Ann WangWASHINGTON, May 4 (Reuters) - The U.S. Commerce Department is pressing Taiwan Semiconductor Manufacturing Co Ltd (2330.TW) and other Taiwanese firms to prioritise the needs of U.S. automakers to ease chip shortages in the near term, Commerce Secretary Gina Raimondo said.
Wei expected the chip shortage for the firm's auto clients to be greatly reduced from the next quarter.
The Commerce Department plans a meeting with automakers next week on the chip shortage issue, said officials briefed on the matter.
On April 12, President Joe Biden convened semiconductor and auto industry executives to discuss solutions to the crisis",2021-5-4,Reuters,https://www.reuters.com/technology/us-commerce-dept-pressing-taiwan-supply-more-chips-us-automakers-2021-05-04/
semiconductor,united+states,"US Faces a National Security Chips Crisis, Raimondo Says","Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy",2021-4-20,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-04-20/u-s-faces-national-security-crisis-on-chips-raimondo-says
semiconductor,united+states,White House ramps up effort to tackle automotive chip shortage,"Top economic and national security officials in the White House have ramped up efforts to help the U.S. auto industry fight a growing shortage of semiconductor chips that has forced production cuts worldwide, a White House spokeswoman said.
Along with Deese, White House National Security Advisor Jake Sullivan is involved in the effort, as are other senior aides.
This month, U.S. officials held a meeting with Wang in which the United States thanked Taiwan for help on resolving the auto chip shortage, she said.
It also said it would partially build and later finish assembling vehicles at two other factories because of the chip shortage.
The chip shortage has affected many other automakers, including Toyota Motor, Volkswagen, Stellantis, Renault, Subaru, Nissan Motor, Honda Motor and Mazda Motor",2021-2-17,CNBC,https://www.cnbc.com/2021/02/18/white-house-ramps-up-effort-to-tackle-automotive-chip-shortage.html
semiconductor,united+states,Biden and Japan's Suga project unity against China's ...,"Suga said he and Biden agreed on the necessity of frank discussions with China in the context of Beijing’s activities in the Indo-Pacific region.
In a strongly worded statement on Saturday, China’s embassy in Washington said Beijing was “resolutely opposed” to the joint statement, and that Taiwan, Hong Kong and Xinjiang were China’s internal affairs.
1/6 Japan's Prime Minister Yoshihide Suga and U.S. President Joe Biden hold a joint news conference in the Rose Garden at the White House in Washington, U.S., April 16, 2021.
“Japan and the United States are both deeply invested in innovation and looking to the future,” Biden said.
As they sat down for talks, Biden, Suga and their two delegations all wore masks, in keeping with protocols to protect against the spread of COVID-19",2021-4-15,Reuters,https://www.reuters.com/world/china/biden-welcome-japans-suga-first-guest-key-ally-china-strategy-2021-04-16/
semiconductor,united+states,Semiconductor shortage leaves U.S. lawmakers seeking elusive fix,"Lawmakers hoping to revitalize U.S. semiconductor manufacturing in response to a global chip shortage will find it tough to do in the near term, even if Congress throws billions in cash subsidies at the problem.
There’s bipartisan support for increasing domestic chip manufacturing capacity with some U.S. carmakers forced to idle plants as supply chains are interrupted by the global pandemic.
Texas Representative Michael McCaul, top Republican on the House Foreign Affairs Committee, has spoken to the White House about the need for semiconductor manufacturing subsidies, and was well received, according to one committee aide.
Asia has a leg up because the electronics manufacturing supply chain is localized there, he added.
The U.S. share of global semiconductor manufacturing capacity fell to 12% in 2020 from 37% in 1990, according to SIA data",2021-2-21,Mint,https://www.livemint.com/technology/tech-news/semiconductor-shortage-leaves-u-s-lawmakers-seeking-elusive-fix-11613915490211.html
semiconductor,united+states,Semiconductor Shortage Shines Light On Weak Supply Chain,"Semiconductor Shortage Shines Light On Weak Supply ChainiStock photoSemiconductors are the foundation of the advanced technologies that regular citizens and military officials rely on — from cell phones and laptops to fighter jets.
But the global shortage amidst soaring demand during the pandemic for electronic devices is illuminating supply chain issues and vulnerabilities for the United States.
“There’s definitely a supply chain shortage in general with defense programs,” she said.
This includes firms such as the Semiconductor Manufacturing International Corp., or SMIC, China’s top chipmaker.
We will have fewer semiconductor production jobs",2021-5-21,National Defense Magazine,https://www.nationaldefensemagazine.org/articles/2021/5/21/semiconductor-shortage-shines-light-on-weak-supply-chain
semiconductor,united+states,Global chip shortage threatens automakers worldwide,"This has forced Germany's Volkswagen as well as Japanese makers like Honda and Nissan to reduce production.
Toyota Motor has decided to reduce production of its Tundra pickup truck at its plant in the U.S. state of Texas due to the semiconductor shortage.
Nissan Motor will cut production of its flagship vehicle Note by 5,000 units in January, a reduction that may continue through February.
Volkswagen has already announced that it would cut production in China, North America and Europe.
Meanwhile, Spanish automaker Seat, which is under Volkswagen, will also cut production from the end of January until around April",2021-1-9,Nikkei Asia,https://asia.nikkei.com/Business/Automobiles/Global-chip-shortage-threatens-automakers-worldwide
semiconductor,united+states,US and Taiwanese companies vow to collaborate on chip ...,"Taiwan's Economics Minister Wang Mei-hua led the hybrid online-offline talks in Taipei with officials from the U.S. state and commerce departments.
The unprecedented chip shortage has highlighted the strategic importance of Taiwan, the economic minister said.
Taiwan's Economics Minister Wang Mei-hua speaks in Taipei after Taiwan and the U.S. held a joint economic dialogue.
Taiwan had its first such economic dialogue with the U.S. in late November.
The economic dialogue, which took place only weeks after Biden was sworn into office, sends a positive sign that warm Taipei-Washington relations will continue, observers say",2021-2-5,Nikkei Asia,https://asia.nikkei.com/Economy/US-and-Taiwanese-companies-vow-to-collaborate-on-chip-supply-chain
semiconductor,united+states,TSMC in Arizona: Why Taiwan's chip titan is betting on the ...,"""For semiconductor manufacturing, you need a big ecosystem to get the best cost position,"" Wiseman said.
The ongoing chip shortage, which has hit automakers, electronics makers and more, has also pushed the government to reinvigorate domestic chip manufacturing.
Along with the shift of chip manufacturing to Asia over the past decades, the number of graduates related to chip engineering in the U.S. has diminished.
To address this issue, Intel has been investing in education along with the Arizona state government.
The chipmaker provides money and support to Arizona State University and is a major employer of its chip engineering graduates",2021-6-3,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/TSMC-in-Arizona-Why-Taiwan-s-chip-titan-is-betting-on-the-desert
semiconductor,united+states,U.S. China hawks seek to cut sales of chip-making tools to ...,"REUTERS/Jonathan Ernst/File PhotoApril 15 (Reuters) - Congressional China hawks are urging the Biden administration to restrict sales of chip-making tools to Chinese companies, similar to an action taken against telecommunications equipment maker Huawei Technologies Co (HWT.UL).
The United States last year issued a rule requiring licenses for sales of semiconductors to Huawei made overseas with U.S. chip-making equipment, expanding its reach to halt exports to the company.
Huawei was added to the Commerce Department's ""entity list"" in 2019 over national security and foreign policy concerns.
The blacklisting restricted sales to Huawei from U.S. suppliers, but did not crack down on commercially available chips made abroad.
Reporting by Karen Freifeld; Editing by Chris Sanders and Andrea RicciOur Standards: The Thomson Reuters Trust Principles",2021-4-15,Reuters,https://www.reuters.com/technology/us-china-hawks-seek-cut-sales-chip-making-tools-beijing-2021-04-15/
semiconductor,united+states,"Commerce secretary on boosting U.S. semiconductor production: 'We're going 
to get it done'","Commerce Secretary Gina Raimondo on Tuesday expressed confidence around the Biden administration's efforts to increase semiconductor manufacturing in the U.S.
So, yes, we're going to get it done,"" she added, describing it as both an economic and national security imperative.
Senate Majority Leader Chuck Schumer, D-N.Y, has put together the United States Innovation and Competition Act of 2021 that would allocate $52 billion to support semiconductor manufacturing in the country, among other provisions.
""This cannot wait,"" said Raimondo, who served as governor of Rhode Island before leading the Commerce Department.
Raimondo also weighed in on the potential infrastructure proposal a group of Senate Republicans plan to offer as a counter to President Joe Biden's plan",2021-5-25,CNBC,https://www.cnbc.com/2021/05/25/commerce-secretary-confident-us-can-boost-semiconductor-production.html
semiconductor,united+states,EXCLUSIVE U.S. senators close to announcing $52 bln chips ...,"REUTERS/Steve Marcus/File PhotoWASHINGTON, May 14 (Reuters) - A group of U.S. senators are close to unveiling a $52-billion proposal Friday that would significantly boost U.S. semiconductor chip production and research over five years sources briefed on the matter said.
Senators Mark Kelly, John Cornyn, Mark Warner and Tom Cotton have been negotiating a compromise measure to address the issue in the face of rising Chinese semiconductor production and shortages impacting automakers and other U.S. industries.
President Joe Biden has also called for $50 billion to boost semiconductor production and research.
""There is an urgent need for our economic and national security to provide funding to swiftly implement these critical programs.
The Chinese Communist Party is aggressively investing over $150 billion in semiconductor manufacturing so they can control this key technology,"" the summary says",2021-5-14,Reuters,https://www.reuters.com/technology/exclusive-us-senators-expected-announce-52-bln-chips-funding-deal-sources-2021-05-14/
semiconductor,united+states,Trump's China tech war backfires on automakers as chips run short,"The problems stem from a confluence of factors as auto manufacturers compete against the sprawling consumer electronics industry for chip supplies.
In at least one case, the shortage ties back to President Donald Trump’s policies aimed at curtailing technology transfers to China.
Huawei stockpiled chips ahead of the ban in order to keep building what products it could after it took effect.
An AutoForecast Solutions report estimated the global auto industry had already experienced lost volume of 202,000 vehicles as of Jan. 13.
Executives at automakers and suppliers said they are adapting production schedules to protect chips used in higher-profit vehicles",2021-1-14,Reuters,https://www.reuters.com/article/us-autos-tech-chips-focus-idUSKBN29K0GA
semiconductor,united+states,China Turns Semiconductors Into The ‘New Oil’ While GM Runs Out Of Chips,"According to the Semiconductor Industry Association, the U.S. accounts for 
just 12% of global semiconductor production capacity, with more than 80% of 
that ",2021-2-7,Forbes,https://www.forbes.com/sites/kenrapoza/2021/02/07/china-turns-semiconductors-into-the-new-oil-while-gm-runs-out-of-chips/
semiconductor,united+states,Semiconductor Makers and Users Form a Group to Push for Chip Funding,"Semiconductor companies and big businesses that use chips have formed a coalition to push for tens of billions of dollars in federal funding for semiconductor research and manufacturing in the United States.
The new group, the Semiconductors in America Coalition, announced its formation on Tuesday amid a global semiconductor shortage that has caused disruptions throughout the economy.
Its members include chip makers like Intel, Nvidia and Qualcomm and companies that rely on semiconductors, like Amazon Web Services, Apple, AT&T, Google, Microsoft and Verizon.
The coalition is calling on Congress to provide $50 billion for semiconductor research and manufacturing, which President Biden has proposed as part of his $2.3 trillion infrastructure package.
“Leaders from a broad range of critical sectors of the U.S. economy, as well as a large and bipartisan group of policymakers in Washington, recognize the essential role of semiconductors in America’s current and future strength,” said John Neuffer, the president and chief executive of the Semiconductor Industry Association, a trade group",2021-6-8,The New York Times,https://www.nytimes.com/2021/05/11/business/semiconductor-shortage.html
