query,region,title,excerpt,date,source,link
semiconductor,china,"BioNTech COVID-19 vaccines coming to Taiwan, Chinese ...","BioNTech, which developed the vaccine jointly with Pfizer (PFE.N), also did not immediately respond to a request for comment.
Gou and TSMC this month reached an initial agreement with a Fosun subsidiary for the vaccines, sources told Reuters previously.
read moreThe BioNTech vaccine drama has transfixed Taiwan and dominated headlines.
read moreChina's government has repeatedly said that if Taiwan wants the vaccine, it has to respect commercial rules and do it through Fosun.
Germany's government has also been involved, saying it has been helping in the direct talks between Taiwan and BioNTech",2021-08-31,Reuters,https://www.reuters.com/world/asia-pacific/tsmc-says-it-is-process-signing-deal-biontech-covid-19-vaccines-2021-07-11/
semiconductor,china,Semiconductor Industry: China's Tsinghua Unigroup Files for ...,,2021-08-31,Business Korea,http://www.businesskorea.co.kr/news/articleView.html?idxno=71678
semiconductor,china,TSMC says no further COVID cases found but testing to continue,"""The tests in the company's chip facilities are still ongoing, but from what we have learned so far, the results are all negative.
TSMC told Nikkei Asia that it is still conducting PCR tests for ""several hundred"" relevant employees and has not found any more confirmed cases.
The Tsai Ing-wen administration immediately dispatched a top member of its COVID response team to help TSMC control the situation.
The facilities involved are older chip facilities, dubbed Fab 5 and Fab 2.
The island's chip industry suffered its first serious chip industry COVID cluster in early June when a leading chip testing company, King Yuan, reported hundreds of cases at its factories and dormitories",2021-08-31,Nikkei Asia,https://asia.nikkei.com/Business/Tech/Semiconductors/TSMC-says-no-further-COVID-cases-found-but-testing-to-continue
semiconductor,china,"UPDATE 5-BioNTech COVID-19 vaccines coming to Taiwan, Chinese agent says","The Fosun statement referred to the ""Taiwan region"", terminology favoured by the Chinese government to assert its sovereignty claims rather than imply the island is a separate country.
Gou and TSMC this month reached an initial agreement with a Fosun subsidiary for the vaccines, sources told Reuters previously.
The BioNTech vaccine drama has transfixed Taiwan and dominated headlines.
China's government has repeatedly said that if Taiwan wants the vaccine, it has to respect commercial rules and do it through Fosun.
Germany's government has also been involved, saying it has been helping in the direct talks between Taiwan and BioNTech",2021-08-31,Yahoo Finance,https://finance.yahoo.com/news/1-tsmc-says-process-signing-022524611.html
semiconductor,china,"Everybody wants peace in Taiwan Strait because no one wants to disrupt 
semiconductor supply chain: TSMC chief","Amid tensions between the United States and China over Taiwan, chipmaker Taiwan Semiconductor Manufacturing Co Ltd(TSMC) chairman Mark Liu said ""everybody wants a peaceful Taiwan Strait"" since no one wants to disrupt the semiconductor supply chain in Taiwan.
TSMC is the world's largest chipmaker with a reported market capitalisation of $567 billion and is reportedly the eleventh most valuable listed company in the world.
Watch:""As to an invasion by China, let me tell you everybody wants to have a peaceful Taiwan Strait.
Because it is to every country's benefit, but also because of the semiconductor supply chain in Taiwan no one wants to disrupt it,"" Liu said during an earnings call.
Deputy Prime Minister Taro Aso had earlier said that his country would ""have to defend Taiwan"" if it is invaded by China",2021-08-31,WION,https://www.wionews.com/world/everybody-wants-peace-in-taiwan-strait-because-no-one-wants-to-disrupt-semiconductor-supply-chain-tsmc-chief-398294
semiconductor,china,Taiwan firms secured vaccine deals; Tsai Ing-wen can't wait to ...,"""Some netizens on Facebook urged Tsai to specify the so-called ""support"" of her government in the process, in a bid to expose her lies.
""If not for your interference, people could have accessed vaccines much earlier,"" a post commented.The DPP authorities have been fabricating lies recently in order to shirk responsibility for their missteps in preventing the epidemic.
They have once again exposed their ugly political nature by slandering the mainland over vaccine issues, the Taiwan Affairs Office of the State Council said in response on Wednesday.The Taiwan Affairs said that even up to now, DPP authorities have refused requests from some regions in Taiwan to negotiate with Fosun for vaccine purchase.
In the contract template, the media reports claimed, Fosun ""sought access to medical records"" in both regions.This groundless accusation was refuted by the Hong Kong government on Tuesday.
""The Tsai authority is just slapping their face until it's swollen in an effort to look imposing,"" Yang said.However, their tricks would probably end up with nothing, even making Taiwan residents more disappointed, if Tsai authority continues such farces, according to Yang",2021-08-31,Global Times,https://www.globaltimes.cn/page/202107/1228690.shtml
semiconductor,china,UPDATE 7-Taiwan finally getting BioNTech COVID vaccines in $350 mln deal,"Gou wrote on his Facebook page that he was ""gratified"" the deal had been completed, which will see Foxconn and TSMC each buy 5 million doses, to be donated to the government for distribution.
TAIWAN TRANSFIXEDThe BioNTech vaccine drama has transfixed Taiwan and dominated headlines.
BioNTech also confirmed the deal but referred to Taiwan as the ""Taiwan region"", using the wording preferred by China's government so as not to imply the island is a separate country.
Taiwan has millions of vaccines on order, mainly from AstraZeneca Plc and Moderna, while the United States and Japan have together donated almost five million doses to the island to help speed up vaccinations.
(Reporting by Ben Blanchard and Yimou Lee; Additional reporting by Beijing newsroom; Editing by Kim Coghill and Richard Pullin)",2021-08-31,Yahoo Finance,https://finance.yahoo.com/news/3-taiwans-foxconn-tsmc-confirm-001704401.html
semiconductor,china,Chip company faces debt crisis after fast expansion,"A worker checks semiconductors in an electronics factory in Dongguan, South China's Guangdong Province.
""Therefore, it is not reliable for Unigroup to acquire, and such expansion via acquisition needs to be cautious in the field,"" said Liang.This came as the chip company released a statement on Friday saying that it has received a notice from the Beijing No.
In recent years, the group has further enhanced its strength in chip design and development, as well as digital infrastructure, through acquisitions such as Spreadtrum and H3C.In April 2019, Tsinghua Unigroup also acquired Linxens Group, a French chipmaker, for 2.2 billion euros ($2.61 billion), marking the group's largest announced overseas acquisition at the time.The group company also looked to acquire the industry tycoon Taiwan Semiconductor Manufacturing and MediaTek, but none of those deals came through.After large-scale mergers and acquisitions, in 2019, Tsinghua Unigroup's overseas debt reportedly experienced abnormal fluctuations.
But the company soon issued an emergency statement saying that there was no default event at home and abroad, and the company has sufficient cash and sound fund liquidity, media reports.Acquisitions are expensive and often do not deliver a return on investment over the short term, especially for semiconductor industry that requests long-term capital investment, adding up the potential risks of defaults, experts said.While this is not the first time in the semiconductor industry, experts said that what has happened to Tsinghua Unigroup is not an isolated incident.
""In an industry in which global competition is so fierce, and the US' blockade, companies have to expand and become strong in order to survive,"" Ma Jihua, an industry veteran told the Global Times on Monday.Ma noted that for many semiconductor companies, the only way out is to take a risk.Tsinghua Unigroup's debt issue would not create any substantive damage to the company nor the industry since the chip industry is still in an attractive spot for the social capitals and the company itself has its potential for growth, experts said.But Ma would still advise companies to do a good risk assessment before engaging in acquisitions or expansion",2021-08-31,Global Times,https://www.globaltimes.cn/page/202107/1228435.shtml
semiconductor,china,Chinese chipmakers prioritize domestic orders as capacity ...,"Workers make chips at Anhui Dongke Semiconductor Co in East China's Anhui Province on Saturday.
The company is located in the Anhui Ma'anshan Economic and Technological Development Zone, and it is mainly engaged in the design, production and sales of green power chips.
""We set up a research team to deal with the matter recently,"" said the person, declining to give details because he was not authorized to discuss the matter.Since the beginning of this year, the global semiconductor chip shortage has intensified due to multiple factors, including the rebound of the automobile industry and the popularization of 5G technology.Experts said that when global wafer production capacity is insufficient, companies often have to decide whose orders to fill.
""Channeling limited production capacity to meet the demand of domestic buyers may cause some loss of interest among foreign clients in the short term.
""With rising opportunities amid a call to use domestic wafer substitutes, we will put more focus on building domestic partnerships for reliable, sustainable growth,"" said Wang.Wang said that 60-70 percent of the clients are domestic companies and there will be more.China's integrated circuit (IC) market exceeded $143.4 billion in 2020, accounting for 36.24 percent of the global market, while domestic ICs accounted for less than 20 percent, statistics from IC Insight showed.China is the world's largest consumer of semiconductors, but there is a big gap between local IC production capacity and semiconductor supply, Qiu Kai, a researcher of Huashang Fund said, indicating broad scope for the localization of the chip sector",2021-08-31,Global Times,https://www.globaltimes.cn/page/202107/1228559.shtml
semiconductor,china,UK credibility on China inward M&amp;A gets wafer-thin,"A worker adjusts the British and Chinese national flags in Beijing, China, September 21, 2015.
The sale of chipmaker Newport Wafer Fab, announced on Monday, is admittedly not an open and shut case.
In Italy, Prime Minister Mario Draghi’s government blocked a Chinese takeover in March of LPE, a small semiconductor firm.
- Nexperia is a customer of the semiconductor foundry services offered by Newport Wafer Fab and became its second-largest shareholder in 2019.
The National Security Adviser is reviewing this case and we will not hesitate to take further action if needed,” a UK government spokesperson told Breakingviews",2021-08-31,Reuters,https://www.reuters.com/breakingviews/uk-credibility-china-inward-ma-gets-wafer-thin-2021-07-08/
semiconductor,china,Owner of China's Only 3D NAND Maker Faces Bankruptcy,"As of mid-2020, Tsinghua Unigroup owed approximately $31 billion and had $8 billion in cash and cash equivalents, according to Reuters.
Tsinghua Unigroup is the owner of numerous Chinese semiconductor companies, including YMTC, the country's only 3D NAND maker, and Unisoc, a mobile SoC designer.
As of mid-2020, Tsinghua Unigroup owed approximately $31 billion and had $8 billion in cash and cash equivalents, according to Reuters.
Over the years, Tsinghua Unigroup has attempted to make really big overseas acquisitions to gain technologies and receive international recognition.
""Tsinghua Group itself may undergo a court-led restructuring, but any effect on how group companies are run would be limited.""",2021-08-31,Tom's Hardware,https://www.tomshardware.com/news/tsinghua-unigroup-faces-bankruptcy
semiconductor,china,TSMC expects auto-chip shortage to abate this quarter,"That shortfall should be greatly reduced for TSMC customers in the current quarter, Mr. Wei said.
Mr. Wei said he expects chip demand from the auto sector to increase as more cars become electric and automated.
Mr. Wei, the CEO, said he expects the overall contract chip-making industry to grow 20% in 2021 and that he is confident TSMC can outperform that forecast.
The investment in new facilities and advanced technology, along with more expensive raw materials will add to costs for TSMC’s clients, Mr. Wei said.
We expect our business from China will increase in all market sectors,"" Mr. Wei said",2021-08-31,Mint,https://www.livemint.com/companies/news/tsmc-expects-auto-chip-shortage-to-abate-this-quarter-11626367625072.html
semiconductor,china,China chip imports surges in June as firms stock up amid ...,"Semiconductor imports in China have maintained its growth momentum in June 
2021. The region noted high imports to meet the massive demand of 
integrated ",2021-08-31,Gizmochina,https://www.gizmochina.com/2021/07/14/china-chip-import-surge-june-global-shortage/
semiconductor,china,'Insolvent' Tsinghua Unigroup Aims to Restructure,"//php echo do_shortcode('[responsivevoice_button voice=""US English Male"" buttontext=""Listen to Post""]') ?>With debts exceeding its assets, Tsinghua Unigroup has acknowledged it is insolvent.
Tsinghua Unigroup has been one of the most prominent investors financing the buildup of China’s semiconductor industry in recent years.
Tsinghua Unigroup is 51% owned by China’s Tsinghua University and headed by former real estate tycoon Zhao Weiguo.
Tsinghua Unigroup didn’t provide details on its restructuring plan.
Another Tsinghua Unigroup holding, Unisoc, designs chips for 5G, Wi-Fi, Bluetooth, TV and satellite communications",2021-08-31,EE Times,https://www.eetimes.com/insolvent-tsinghua-unigroup-aims-to-restructure/
semiconductor,china,TSMC silent on Washington's request for cancelation of China ...,"TAIPEI (Taiwan News) — The U.S. government has pressed Taiwan Semiconductor Manufacturing Company (TSMC) to cancel a foundry expansion plan in Nanjing, China, and TSMC has so far refused to comment, UDN reported on Monday (July 12).
The company announced the US$2.8 billion investment in expanding the production capacity at the Nanjing foundry this April amid the global chip shortage.
TSMC, which is currently in a 10-day quiet period leading up the announcement of its financial statements, has so far made no comment on the American request.
Various countries have been fostering their semiconductor industries and jostling to cooperate with TSMC, as it is the world's leading contract chipmaker.
Meanwhile, a materials research and development center in Tsukuba, Ibaraki, Japan, is being built and is expected to be completed this year",2021-08-31,Taiwan News,https://www.taiwannews.com.tw/en/news/4246561
semiconductor,china,WISeKey Strengthens it Semiconductors NFC Brand Protection,"WISeKey Strengthens it Semiconductors NFC Brand Protection Related Patent Portfolio in ChinaWISeKey has been granted two fundamental patents about Semiconductors NFC tag design in China, which protect the company’s unique IP in the area of product authenticity verification and customer engagement.
The cryptographic functions of these WISeKey’s NFC chips, integrated with the complete WISeAuthentic ecosystem, offer an efficient way for brands to replace traditional non-secure QR code scanning or basic NFC tags.
To learn more about WISeKey’s Brand Protection Solutions, visit WISeKey’s Brand Protection.
Press and investor contacts:WISeKey International Holding LtdCompany Contact: Carlos MoreiraChairman & CEOTel: +41 22 594 3000info@wisekey.com WISeKey Investor Relations (US)Contact: Lena CatiThe Equity Group Inc.Tel: +1 212 836-9611lcati@equityny.comDisclaimer:This communication expressly or implicitly contains certain forward-looking statements concerning WISeKey International Holding Ltd and its business.
WISeKey International Holding Ltd is providing this communication as of this date and does not undertake to update any forward-looking statements contained herein as a result of new information, future events or otherwise",2021-08-31,GlobeNewswire,https://www.globenewswire.com/news-release/2021/07/13/2262248/0/en/WISeKey-Strengthens-it-Semiconductors-NFC-Brand-Protection-Related-Patent-Portfolio-in-China.html
semiconductor,china,Boris Johnson orders review of China takeover of British tech firm,"LONDON: British Prime Minister Boris Johnson has said his government will review the purchase of the UK's largest producer of semiconductors by a Chinese-owned manufacturer, a day after his government said it would not intervene.This comes after Chinese-owned firm Nexperia , on Monday, said it had acquired Britain's largest producer of silicon chips, Newport Wafer Fab.
""I do not want an anti-China spirit to lead to us trying to pitchfork away every investment from China into this country,"" he said.
""Tom Tugendhat, chairman of the UK foreign affairs select committee said that the government has to judge whether the product that the company (Newport Wafer Fab) is making, is of real intellectual property value and interest to China and whether there are real security implications.
""I think semiconductors are of huge importance to this country, one of the things I wanted to look at immediately was whether we could be more self-reliant.
We're thinking about what to do.""",2021-08-31,The Times of India,https://timesofindia.indiatimes.com/world/uk/boris-johnson-orders-review-of-china-takeover-of-british-tech-firm/articleshow/84232841.cms
semiconductor,china,China orders takedown of 25 apps from ride service Didi,"Chinese regulators have clamped down on the country's largest ride-hailing app, Didi Global Inc., days after its shares began trading in New York.
The 25 additional apps include Didi Enterprises, as well as ones designed for Didi drivers.
An investigation found ""serious violations"" in how Didi collected and used personal information, the internet regulator said earlier in the week.
The internet regulator also said Didi was barred from accepting new customers until the investigations were completed.
Explore further China watchdog launches review of Didi Global days after IPO© 2021 The Associated Press",2021-08-31,Tech Xplore,https://techxplore.com/news/2021-07-china-takedown-apps-didi.html
semiconductor,china,China Now Produces One Billion Chips a Day,"Chinese semiconductor manufacturers produced over one billion chips every day in June, which was an all-time record.
171.2 Billion ICs Made This Year So FarChinese semiconductor makers (including makers of memory and logic components) produced 30.8 billion chips in June, which was a 43.9% increase from the same period in 2020, according to the National Bureau of Statistics, reports the Southern China Morning Post.
In the first six months of the year, Chinese makers produced 171.2 billion chips, up 48.1% year-over-year.
Without any doubt, 30.8 billion chips made in a month is a lot.
Yet China imported 51.9 billion semiconductors in June, which means that the country could fab around 37% of its semiconductor needs",2021-08-31,Tom's Hardware,https://www.tomshardware.com/news/china-now-produces-over-1-billion-chips-per-day
semiconductor,china,US capital will only isolate themselves if lay siege to China for ...,"Yet the US ultimate goal remains unchanged: consolidating and expanding US capital groups' possession of global markets.So far, there is still a wide gap between China and the US in quite a few high-tech sectors, including semiconductor technology.
However, it is impossible for the US market to ""digest"" all these technologies and related products alone.
The US needs markets and end products that carry these technologies.The Chinese market is enormous, with the world's largest consumer market for high technologies and related products.
In 2020, the US semiconductor industry accounted for 47 percent of the global semiconductor market.
At the same time, they are bound to take more severe measures to repress the progress of emerging economies, which are forging ahead in the global market",2021-08-31,Global Times,https://www.globaltimes.cn/page/202107/1228645.shtml
semiconductor,china,Chip maker Tsinghua Unigroup facing bankruptcy after creditor action,"A researcher places a semiconductor on a printed circuit board during research work at Tsinghua Unigroup in Beijing.
Photo: Reuters",2021-08-31,South China Morning Post,https://www.scmp.com/tech/tech-trends/article/3140678/chinese-chip-maker-tsinghua-unigroup-faces-bankruptcy
semiconductor,china,Taiwan Envoy Calls BioNTech's China Vaccine Rules ...,"Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy",2021-08-31,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-07-13/taiwan-envoy-calls-biontech-s-china-vaccine-rules-ridiculous
semiconductor,china,"Japan warns of crisis over Taiwan, growing risks from U.S. ...","""In particular, competition in technological fields is likely to become even more intense,"" it said about U.S.-China rivalry.
China's recent increase in military activity around Taiwan has Japan worried since the island lies close to the Okinawa chain at the western end of the Japanese archipelago.
Taiwan's Foreign Ministry expressed thanks to Japan for attaching such importance to security in the Taiwan Strait.
The technological rivalry poses a challenge for Japan because its economy relies as much on business ties with China as it does with the United States.
Japan will also have to spend heavily to keep up with government funding for technology development in the United States, China and Europe",2021-08-31,Reuters,https://www.reuters.com/world/asia-pacific/japan-warns-crisis-over-taiwan-growing-risks-us-china-rivalry-2021-07-13/
semiconductor,china,Security concerns spark review of UK chip fab purchase by Chinese-owned firm,"""We have to judge whether the stuff that they (NWF) are making is of real intellectual property value and interest to China,"" Johnson said.
""I've asked the National Security Advisor to look at it.""
The kerfuffle kicked off after it emerged that Nexperia – a Netherlands-based chip manufacturer – is a subsidiary of Chinese chip conglomerate Wingtech.
The resulting potential for economic fallout has led governments to prioritise the security of their semiconductor supply, turning the shortage into a political and national security issue.
Still, it took several months and intense pressure for the government to agree to conduct a review on national security grounds",2021-08-31,TelecomTV,https://www.telecomtv.com/content/security/security-concerns-spark-review-of-uk-chip-fab-by-chinese-owned-firm-41925/
semiconductor,china,Chinese chip firms ramp up efforts amid global shortages,"With global shortages, many domestic firms in China are ramping up efforts to promote research and development.
In the face of global chip shortages, Lu said the situation presents both challenges and opportunities.
Due to COVID-induced disruptions to the global supply chains, the global chip shortage has taken a toll on various industries, especially automobiles.
The firm's chairman said it hasn't been affected too much by the global chip shortages, since they had already pre-ordered a supply of chips in April last year.
""The chip industry is not a simple process of buying and selling, like our core chip, which need long-term design",2021-08-31,CGTN,https://news.cgtn.com/news/2021-07-10/Chinese-chip-firms-ramp-up-efforts-amid-global-shortages-11MkxlUDCTK/index.html
semiconductor,china,House Panel Advances China Bill Over Republican Objections,"Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy",2021-08-31,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-07-15/house-panel-advances-china-bill-over-republican-objections
semiconductor,china,"Japan's technology companies are defenceless, warns top ...","Make informed decisions with the FTKeep abreast of significant corporate, financial and political developments around the world.
Stay informed and spot emerging risks and opportunities with independent global reporting, expert commentary and analysis you can trust",2021-08-31,Financial Times,https://www.ft.com/content/f64fcf88-f55b-4fa5-85f7-ea16f7857336
semiconductor,china,China's automobiles sales drop amid shortage of car chips,"The historic chip shortage has crimped production for automakers around the world, including some in China, the group said.
Japanese carmakers were among the hardest hit by the chip shortage last month.
Nissan Motor Co.'s China sales were down 16 per cent in June from a year earlier, while Honda Motor Co.'s were off 17 per cent.
Nikkie Asia reported that until now, the global chip crunch had only a limited impact on the Chinese auto market.
However, the global chip shortage persisted longer than predicted, and the impact is starting to creep into Chinese automaking",2021-08-31,Mint,https://www.livemint.com/news/world/chinas-automobiles-sales-drop-amid-shortage-of-car-chips-11626003026678.html
semiconductor,china,Taiwan probes possible COVID outbreak at TSMC,"TAIPEI -- Taiwan has dispatched a top member of its COVID response team to Taiwan Semiconductor Manufacturing Co. as concern grows over a coronavirus outbreak at the world's largest chipmaker.
Wang Pi-sheng was sent to TSMC's Hsinchu base on Monday after the chipmaker reported three confirmed cases to Taipei, sources told Nikkei Asia.
The central government took over the COVID response at TSMC from the Hsinchu government the same day the possible cluster was announced, a sign of the chipmaker's importance to the global semiconductor industry.
Wang previously helped chip testing company King Yuan Electronics to suppress the spread of a COVID cluster at its facilities.
TSMC told Nikkei Asia that it will conduct PCR tests on several hundred employees who have been in areas related to the three confirmed cases and said the incident has not affected the company's operations",2021-08-31,Nikkei Asia,https://asia.nikkei.com/Spotlight/Coronavirus/COVID-vaccines/Taiwan-probes-possible-COVID-outbreak-at-TSMC
semiconductor,china,Biden Taps Ex-Defense Official for Key Post on China Tech ...,"Why did this happen?
Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading.
For more information you can review our Terms of Service and Cookie Policy",2021-08-31,Bloomberg.com,https://www.bloomberg.com/news/articles/2021-07-13/biden-taps-ex-defense-official-for-key-post-on-china-tech-policy
semiconductor,china,"Interview: US, Taiwan Trade Talks and Global Semiconductor Shortage","STATE DEPARTMENT - At a time of global semiconductor shortages and rising trade tensions with China, U.S. officials are pledging to continue “strong, robust, and dynamic engagement” with Taiwan on economic and trade issues.
A week ago, the U.S. and Taiwan resumed trade talks through the Trade and Investment Framework Agreement (TIFA) Council after a five-year pause.
They're also a very critically important economic and trade partner as our ninth largest trading partner,” said Matt Murray, the State Department’s deputy assistant secretary for trade policy and negotiations, during an interview on Wednesday.
And then third, we've been very focused on the supply chain issue more broadly and talking to our friends in Taiwan about ways that we can address common concerns over supply chain resilience.
It’s held under the auspices of the EPPD where we were able to set up a supply chain seminar to focus on semiconductors",2021-08-31,Voice of America,https://www.voanews.com/east-asia-pacific/voa-news-china/interview-us-taiwan-trade-talks-and-global-semiconductor-shortage
semiconductor,china,Chinese regulator halts Huya-Douyu game-streaming merger,"China's market regulator on Saturday blocked the merger of Tencent-backed game streaming platforms Douyu and Huya following an anti-monopoly investigation, as authorities ramp up scrutiny of some of the country's biggest technology companies.
China's State Administration for Market Regulation said in a statement that a merger between Huya and Douyu would give Tencent control over the merged entity.
China's market regulator on Saturday blocked the merger of Tencent-backed game streaming platforms Douyu and Huya following an anti-monopoly investigation, as authorities ramp up scrutiny of some of the country's biggest technology companies.
China's market regulator said the decision to ban the merger between Huya and Douyu is the first instance of regulators prohibiting market concentration in the internet sector.
Tencent said it was notified by the regulator that the merger has been halted",2021-08-31,Tech Xplore,https://techxplore.com/news/2021-07-chinese-halts-huya-douyu-game-streaming-merger.html
